puzzle_size,nAnts_alg4,threads_alg4,numcolonies_alg4,numacs_alg4,q0_alg4,rho_alg4,bve_alg4,timeout_alg4,success_rate_alg4,time_mean_alg4,time_std_alg4,iter_mean_alg4,with_comm_alg4,without_comm_alg4,cp_initial_mean_alg4,cp_ant_mean_alg4,cp_total_mean_alg4,acs_time_mean_alg4,dcm_aco_time_mean_alg4,coop_game_mean_alg4,pheromone_fusion_mean_alg4,public_path_mean_alg4,communication_time_mean_alg4,cp_percentage_alg4,acs_time_percentage_alg4,dcm_aco_time_percentage_alg4,coop_game_percentage_alg4,pheromone_fusion_percentage_alg4,public_path_percentage_alg4,communication_time_percentage_alg4
16x16_02203,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.018993,0.009209,5.11,0,100,0.000799,0.010894,0.011693,N/A,0.007300,0.000039,0.000016,0.000020,0.000000,61.57,N/A,38.43,0.21,0.08,0.11,0.00
16x16_02205,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.029135,0.036224,7.20,0,100,0.000790,0.017879,0.018668,N/A,0.010467,0.000055,0.000012,0.000035,0.000000,64.08,N/A,35.93,0.19,0.04,0.12,0.00
16x16_02211,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.014847,0.006825,4.53,0,100,0.000868,0.007989,0.008857,N/A,0.005990,0.000036,0.000016,0.000018,0.000000,59.65,N/A,40.35,0.24,0.11,0.12,0.00
16x16_02214,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.017551,0.010895,5.26,0,100,0.000859,0.009666,0.010525,N/A,0.007025,0.000039,0.000012,0.000021,0.000000,59.97,N/A,40.03,0.22,0.07,0.12,0.00
16x16_02223,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.017424,0.007671,4.36,0,100,0.000794,0.009491,0.010285,N/A,0.007139,0.000031,0.000016,0.000016,0.000000,59.03,N/A,40.98,0.18,0.09,0.09,0.00
16x16_02228,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.058770,0.052982,14.46,0,100,0.000816,0.037986,0.038802,N/A,0.019967,0.000117,0.000027,0.000074,0.000000,66.02,N/A,33.98,0.20,0.05,0.13,0.00
16x16_02230,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.017419,0.007246,4.34,0,100,0.000829,0.009439,0.010267,N/A,0.007151,0.000032,0.000017,0.000016,0.000000,58.94,N/A,41.06,0.18,0.10,0.09,0.00
16x16_02233,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.023550,0.016229,5.75,0,100,0.000811,0.013840,0.014651,N/A,0.008898,0.000045,0.000019,0.000027,0.000000,62.21,N/A,37.78,0.19,0.08,0.12,0.00
16x16_02234,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.030492,0.019207,8.07,0,100,0.000841,0.018372,0.019213,N/A,0.011279,0.000059,0.000030,0.000039,0.000000,63.01,N/A,36.99,0.19,0.10,0.13,0.00
16x16_02237,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.046254,0.042491,9.69,0,100,0.000774,0.029563,0.030337,N/A,0.015917,0.000075,0.000018,0.000052,0.000000,65.59,N/A,34.41,0.16,0.04,0.11,0.00
16x16_02251,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.015548,0.010753,3.95,0,100,0.000865,0.008236,0.009101,N/A,0.006447,0.000031,0.000012,0.000015,0.000000,58.53,N/A,41.47,0.20,0.08,0.10,0.00
16x16_02256,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.058882,0.045778,12.72,0,100,0.000822,0.038474,0.039296,N/A,0.019586,0.000104,0.000025,0.000071,0.000000,66.74,N/A,33.26,0.18,0.04,0.12,0.00
16x16_02265,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.010798,0.003110,2.28,0,100,0.000843,0.004939,0.005782,N/A,0.005016,0.000017,0.000007,0.000003,0.000000,53.55,N/A,46.45,0.15,0.06,0.03,0.00
16x16_02280,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.018674,0.009586,4.08,0,100,0.000816,0.010253,0.011068,N/A,0.007606,0.000033,0.000011,0.000015,0.000000,59.27,N/A,40.73,0.18,0.06,0.08,0.00
16x16_02281,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.015913,0.007075,3.95,0,100,0.000858,0.008508,0.009366,N/A,0.006547,0.000028,0.000012,0.000015,0.000000,58.86,N/A,41.14,0.18,0.08,0.09,0.00
16x16_02288,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.039173,0.043016,9.12,0,100,0.000872,0.024490,0.025362,N/A,0.013811,0.000075,0.000022,0.000050,0.000000,64.74,N/A,35.26,0.19,0.06,0.13,0.00
16x16_02291,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.011136,0.003624,2.39,0,100,0.000862,0.005511,0.006373,N/A,0.004763,0.000020,0.000010,0.000005,0.000000,57.23,N/A,42.77,0.18,0.09,0.05,0.00
16x16_02292,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.021481,0.015304,4.95,0,100,0.000901,0.012131,0.013033,N/A,0.008449,0.000039,0.000017,0.000024,0.000000,60.67,N/A,39.33,0.18,0.08,0.11,0.00
16x16_02297,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.034967,0.037934,8.06,0,100,0.000832,0.021148,0.021980,N/A,0.012988,0.000065,0.000024,0.000040,0.000000,62.86,N/A,37.14,0.19,0.07,0.11,0.00
16x16_02300,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.011347,0.004059,3.04,0,100,0.000903,0.005581,0.006484,N/A,0.004862,0.000023,0.000015,0.000010,0.000000,57.15,N/A,42.85,0.21,0.13,0.09,0.00
16x16_02314,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.025885,0.018963,5.67,0,100,0.000883,0.015144,0.016027,N/A,0.009859,0.000048,0.000018,0.000025,0.000000,61.91,N/A,38.09,0.18,0.07,0.10,0.00
16x16_02330,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.013504,0.009496,3.35,0,100,0.000900,0.006931,0.007831,N/A,0.005672,0.000026,0.000010,0.000012,0.000000,57.99,N/A,42.01,0.19,0.07,0.09,0.00
16x16_02333,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.013401,0.003646,2.62,0,100,0.000820,0.007202,0.008022,N/A,0.005379,0.000023,0.000017,0.000009,0.000000,59.86,N/A,40.14,0.17,0.13,0.07,0.00
16x16_02338,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.024465,0.014661,5.63,0,100,0.000855,0.014133,0.014988,N/A,0.009477,0.000045,0.000021,0.000025,0.000000,61.27,N/A,38.74,0.19,0.09,0.10,0.00
16x16_02349,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.144779,0.211498,27.06,7,93,0.000783,0.098462,0.099245,N/A,0.044993,0.000222,0.000044,0.000175,0.000541,68.55,N/A,31.08,0.15,0.03,0.12,0.37
16x16_02350,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.017763,0.014774,4.77,0,100,0.000928,0.009638,0.010566,N/A,0.007197,0.000039,0.000018,0.000021,0.000000,59.48,N/A,40.52,0.22,0.10,0.12,0.00
16x16_02354,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.480080,0.585957,101.54,37,63,0.000811,0.332334,0.333144,N/A,0.142459,0.000881,0.000167,0.000674,0.004476,69.39,N/A,29.67,0.18,0.03,0.14,0.93
16x16_02355,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.017818,0.007701,4.32,0,100,0.000874,0.009498,0.010372,N/A,0.007446,0.000034,0.000014,0.000016,0.000000,58.21,N/A,41.79,0.19,0.08,0.09,0.00
16x16_02357,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.048740,0.067570,10.06,0,100,0.000817,0.031131,0.031948,N/A,0.016791,0.000087,0.000024,0.000059,0.000000,65.55,N/A,34.45,0.18,0.05,0.12,0.00
16x16_02367,3,3,3,2,0.9,0.9,0.005,20.0,100.00,0.025383,0.015044,5.35,0,100,0.000830,0.014852,0.015682,N/A,0.009701,0.000046,0.000015,0.000024,0.000000,61.78,N/A,38.22,0.18,0.06,0.10,0.00
