puzzle_size,nAnts_alg0,nAnts_alg2,nAnts_alg3,nAnts_alg4,threads_alg0,threads_alg2,threads_alg3,threads_alg4,numcolonies_alg0,numcolonies_alg2,numcolonies_alg3,numcolonies_alg4,numacs_alg0,numacs_alg2,numacs_alg3,numacs_alg4,q0_alg0,q0_alg2,q0_alg3,q0_alg4,rho_alg0,rho_alg2,rho_alg3,rho_alg4,bve_alg0,bve_alg2,bve_alg3,bve_alg4,timeout_alg0,timeout_alg2,timeout_alg3,timeout_alg4,success_rate_alg0,success_rate_alg2,success_rate_alg3,success_rate_alg4,time_mean_alg0,time_mean_alg2,time_mean_alg3,time_mean_alg4,time_std_alg0,time_std_alg2,time_std_alg3,time_std_alg4,iter_mean_alg0,iter_mean_alg2,iter_mean_alg3,iter_mean_alg4,with_comm_alg0,with_comm_alg2,with_comm_alg3,with_comm_alg4,without_comm_alg0,without_comm_alg2,without_comm_alg3,without_comm_alg4,cp_initial_mean_alg0,cp_initial_mean_alg2,cp_initial_mean_alg3,cp_initial_mean_alg4,cp_ant_mean_alg0,cp_ant_mean_alg2,cp_ant_mean_alg3,cp_ant_mean_alg4,cp_total_mean_alg0,cp_total_mean_alg2,cp_total_mean_alg3,cp_total_mean_alg4,acs_time_mean_alg0,acs_time_mean_alg2,acs_time_mean_alg3,acs_time_mean_alg4,dcm_aco_time_mean_alg0,dcm_aco_time_mean_alg2,dcm_aco_time_mean_alg3,dcm_aco_time_mean_alg4,coop_game_mean_alg0,coop_game_mean_alg2,coop_game_mean_alg3,coop_game_mean_alg4,pheromone_fusion_mean_alg0,pheromone_fusion_mean_alg2,pheromone_fusion_mean_alg3,pheromone_fusion_mean_alg4,public_path_mean_alg0,public_path_mean_alg2,public_path_mean_alg3,public_path_mean_alg4,communication_time_mean_alg0,communication_time_mean_alg2,communication_time_mean_alg3,communication_time_mean_alg4,cp_percentage_alg0,cp_percentage_alg2,cp_percentage_alg3,cp_percentage_alg4,acs_time_percentage_alg0,acs_time_percentage_alg2,acs_time_percentage_alg3,acs_time_percentage_alg4,dcm_aco_time_percentage_alg0,dcm_aco_time_percentage_alg2,dcm_aco_time_percentage_alg3,dcm_aco_time_percentage_alg4,coop_game_percentage_alg0,coop_game_percentage_alg2,coop_game_percentage_alg3,coop_game_percentage_alg4,pheromone_fusion_percentage_alg0,pheromone_fusion_percentage_alg2,pheromone_fusion_percentage_alg3,pheromone_fusion_percentage_alg4,public_path_percentage_alg0,public_path_percentage_alg2,public_path_percentage_alg3,public_path_percentage_alg4,communication_time_percentage_alg0,communication_time_percentage_alg2,communication_time_percentage_alg3,communication_time_percentage_alg4
2020_00403,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.088603,0.043370,0.058432,0.032943,0.065185,0.041221,0.062714,0.030303,95.16,38.27,66.48,31.15,N/A,6,N/A,4,N/A,94,N/A,96,0.000105,0.000119,0.000108,0.000112,0.054353,0.025076,0.034875,0.018334,0.054457,0.025194,0.034983,0.018446,0.034146,0.017964,N/A,N/A,N/A,N/A,0.023448,0.014273,N/A,N/A,0.000779,0.000410,N/A,N/A,0.000041,0.000034,N/A,N/A,0.000173,0.000077,N/A,0.000212,N/A,0.000224,61.46,58.09,59.87,55.99,38.54,41.42,N/A,N/A,N/A,N/A,40.13,43.33,N/A,N/A,1.33,1.24,N/A,N/A,0.07,0.10,N/A,N/A,0.30,0.24,N/A,0.49,N/A,0.68
2020_00427,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.094319,0.046633,0.101922,0.045948,0.069812,0.032190,0.095686,0.039897,117.71,47.72,139.29,50.56,N/A,6,N/A,11,N/A,94,N/A,89,0.000116,0.000127,0.000113,0.000126,0.056644,0.026560,0.059103,0.025349,0.056760,0.026687,0.059216,0.025475,0.037560,0.019888,N/A,N/A,N/A,N/A,0.042705,0.020300,N/A,N/A,0.001597,0.000687,N/A,N/A,0.000043,0.000036,N/A,N/A,0.000342,0.000131,N/A,0.000059,N/A,0.000172,60.18,57.23,58.10,55.44,39.82,42.65,N/A,N/A,N/A,N/A,41.90,44.18,N/A,N/A,1.57,1.50,N/A,N/A,0.04,0.08,N/A,N/A,0.34,0.29,N/A,0.13,N/A,0.37
2020_00429,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.098622,0.045677,0.121823,0.041791,0.108873,0.033006,0.102479,0.041869,116.35,43.99,155.41,43.67,N/A,5,N/A,9,N/A,95,N/A,91,0.000113,0.000125,0.000117,0.000123,0.059633,0.026264,0.071370,0.023061,0.059746,0.026388,0.071486,0.023184,0.038876,0.019279,N/A,N/A,N/A,N/A,0.050337,0.018408,N/A,N/A,0.001802,0.000581,N/A,N/A,0.000042,0.000041,N/A,N/A,0.000380,0.000108,N/A,0.000011,N/A,0.000199,60.58,57.77,58.68,55.48,39.42,42.21,N/A,N/A,N/A,N/A,41.32,44.05,N/A,N/A,1.48,1.39,N/A,N/A,0.03,0.10,N/A,N/A,0.31,0.26,N/A,0.02,N/A,0.48
2020_00439,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.215669,0.084912,0.167296,0.073426,0.199779,0.077527,0.122558,0.057991,220.89,68.47,183.99,65.59,N/A,25,N/A,21,N/A,75,N/A,79,0.000101,0.000113,0.000100,0.000109,0.131119,0.049254,0.099398,0.041797,0.131220,0.049367,0.099498,0.041906,0.084450,0.034290,N/A,N/A,N/A,N/A,0.067798,0.030923,N/A,N/A,0.002094,0.000897,N/A,N/A,0.000046,0.000036,N/A,N/A,0.000457,0.000175,N/A,0.001255,N/A,0.000598,60.84,58.14,59.47,57.07,39.16,40.38,N/A,N/A,N/A,N/A,40.53,42.11,N/A,N/A,1.25,1.22,N/A,N/A,0.03,0.05,N/A,N/A,0.27,0.24,N/A,1.48,N/A,0.81
2020_00454,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.106030,0.043133,0.077143,0.034335,0.103203,0.038759,0.064412,0.030099,104.31,38.91,91.20,33.73,N/A,6,N/A,4,N/A,94,N/A,96,0.000126,0.000124,0.000113,0.000125,0.064346,0.024638,0.045252,0.018929,0.064471,0.024762,0.045365,0.019054,0.041558,0.018188,N/A,N/A,N/A,N/A,0.031778,0.015168,N/A,N/A,0.001074,0.000452,N/A,N/A,0.000042,0.000037,N/A,N/A,0.000244,0.000089,N/A,0.000183,N/A,0.000112,60.80,57.41,58.81,55.49,39.19,42.17,N/A,N/A,N/A,N/A,41.19,44.18,N/A,N/A,1.39,1.32,N/A,N/A,0.05,0.11,N/A,N/A,0.32,0.26,N/A,0.42,N/A,0.33
2020_00466,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.195504,0.076827,0.158964,0.076073,0.170702,0.063962,0.135239,0.079113,211.35,69.54,195.33,74.98,N/A,28,N/A,26,N/A,72,N/A,74,0.000113,0.000118,0.000106,0.000119,0.118728,0.044236,0.093689,0.042570,0.118841,0.044353,0.093795,0.042688,0.076663,0.031171,N/A,N/A,N/A,N/A,0.065169,0.032322,N/A,N/A,0.002216,0.001018,N/A,N/A,0.000040,0.000035,N/A,N/A,0.000482,0.000199,N/A,0.001302,N/A,0.001062,60.79,57.73,59.00,56.12,39.21,40.57,N/A,N/A,N/A,N/A,41.00,42.49,N/A,N/A,1.39,1.34,N/A,N/A,0.03,0.05,N/A,N/A,0.30,0.26,N/A,1.70,N/A,1.40
2020_00472,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.120744,0.049562,0.127663,0.048088,0.120593,0.047344,0.129278,0.047704,119.64,41.85,138.65,45.45,N/A,5,N/A,9,N/A,95,N/A,91,0.000105,0.000110,0.000106,0.000112,0.074278,0.028865,0.076311,0.027197,0.074384,0.028975,0.076417,0.027309,0.046360,0.020356,N/A,N/A,N/A,N/A,0.051246,0.020486,N/A,N/A,0.001692,0.000599,N/A,N/A,0.000049,0.000040,N/A,N/A,0.000367,0.000109,N/A,0.000231,N/A,0.000293,61.60,58.46,59.86,56.79,38.40,41.07,N/A,N/A,N/A,N/A,40.14,42.60,N/A,N/A,1.33,1.25,N/A,N/A,0.04,0.08,N/A,N/A,0.29,0.23,N/A,0.47,N/A,0.61
2020_00483,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.074228,0.036345,0.056847,0.026345,0.057100,0.036006,0.049956,0.022166,87.15,34.96,70.71,27.07,N/A,5,N/A,0,N/A,95,N/A,100,0.000113,0.000123,0.000114,0.000124,0.044844,0.020563,0.033348,0.014365,0.044958,0.020686,0.033462,0.014489,0.029271,0.015482,N/A,N/A,N/A,N/A,0.023385,0.011856,N/A,N/A,0.000829,0.000354,N/A,N/A,0.000040,0.000037,N/A,N/A,0.000180,0.000065,N/A,0.000177,N/A,0.000000,60.57,56.92,58.86,55.00,39.43,42.60,N/A,N/A,N/A,N/A,41.14,45.00,N/A,N/A,1.46,1.34,N/A,N/A,0.07,0.14,N/A,N/A,0.32,0.25,N/A,0.49,N/A,0.00
2020_00490,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.162242,0.072894,0.150853,0.056497,0.146171,0.057335,0.135462,0.041967,161.29,59.32,165.30,50.25,N/A,16,N/A,10,N/A,84,N/A,90,0.000098,0.000108,0.000099,0.000110,0.098662,0.042473,0.089429,0.031950,0.098760,0.042580,0.089528,0.032059,0.063482,0.029767,N/A,N/A,N/A,N/A,0.061325,0.024219,N/A,N/A,0.001848,0.000669,N/A,N/A,0.000041,0.000040,N/A,N/A,0.000407,0.000125,N/A,0.000546,N/A,0.000219,60.87,58.41,59.35,56.75,39.13,40.84,N/A,N/A,N/A,N/A,40.65,42.87,N/A,N/A,1.22,1.18,N/A,N/A,0.03,0.07,N/A,N/A,0.27,0.22,N/A,0.75,N/A,0.39
2020_00491,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.146883,0.062752,0.133754,0.067720,0.141686,0.051082,0.111818,0.060614,154.31,53.27,149.90,62.35,N/A,10,N/A,18,N/A,90,N/A,82,0.000103,0.000115,0.000103,0.000110,0.089423,0.036685,0.079493,0.038435,0.089526,0.036800,0.079596,0.038546,0.057356,0.025778,N/A,N/A,N/A,N/A,0.054159,0.028658,N/A,N/A,0.001724,0.000841,N/A,N/A,0.000042,0.000041,N/A,N/A,0.000380,0.000163,N/A,0.000174,N/A,0.000517,60.95,58.64,59.51,56.92,39.05,41.08,N/A,N/A,N/A,N/A,40.49,42.32,N/A,N/A,1.29,1.24,N/A,N/A,0.03,0.06,N/A,N/A,0.28,0.24,N/A,0.28,N/A,0.76
2020_00493,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.084549,0.041030,0.098101,0.035093,0.069018,0.029255,0.080046,0.030145,94.05,37.69,118.65,34.73,N/A,1,N/A,4,N/A,99,N/A,96,0.000106,0.000118,0.000110,0.000117,0.050742,0.023270,0.057220,0.019303,0.050848,0.023388,0.057331,0.019420,0.033700,0.017607,N/A,N/A,N/A,N/A,0.040771,0.015563,N/A,N/A,0.001355,0.000455,N/A,N/A,0.000043,0.000039,N/A,N/A,0.000299,0.000085,N/A,0.000035,N/A,0.000111,60.14,57.00,58.44,55.34,39.86,42.91,N/A,N/A,N/A,N/A,41.56,44.35,N/A,N/A,1.38,1.30,N/A,N/A,0.04,0.11,N/A,N/A,0.31,0.24,N/A,0.09,N/A,0.32
2020_00495,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.092208,0.044160,0.100883,0.048519,0.085892,0.035060,0.089253,0.044218,102.66,40.48,121.82,47.58,N/A,3,N/A,11,N/A,97,N/A,89,0.000107,0.000118,0.000104,0.000115,0.055397,0.025070,0.058840,0.026970,0.055504,0.025188,0.058944,0.027084,0.036705,0.018858,N/A,N/A,N/A,N/A,0.041938,0.021203,N/A,N/A,0.001399,0.000639,N/A,N/A,0.000042,0.000036,N/A,N/A,0.000306,0.000126,N/A,0.000115,N/A,0.000231,60.19,57.04,58.43,55.82,39.81,42.70,N/A,N/A,N/A,N/A,41.57,43.70,N/A,N/A,1.39,1.32,N/A,N/A,0.04,0.07,N/A,N/A,0.30,0.26,N/A,0.26,N/A,0.48
2020_00504,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.114893,0.052362,0.092638,0.041603,0.110557,0.049855,0.087419,0.039738,117.33,43.31,101.74,37.75,N/A,10,N/A,5,N/A,90,N/A,95,0.000104,0.000116,0.000103,0.000114,0.069317,0.029978,0.054569,0.023194,0.069421,0.030093,0.054672,0.023308,0.045472,0.021813,N/A,N/A,N/A,N/A,0.037966,0.018165,N/A,N/A,0.001159,0.000492,N/A,N/A,0.000043,0.000035,N/A,N/A,0.000258,0.000093,N/A,0.000456,N/A,0.000130,60.42,57.47,59.02,56.03,39.58,41.66,N/A,N/A,N/A,N/A,40.98,43.66,N/A,N/A,1.25,1.18,N/A,N/A,0.05,0.09,N/A,N/A,0.28,0.22,N/A,0.87,N/A,0.31
2020_00524,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.081233,0.050746,0.081399,0.043496,0.067450,0.039247,0.057476,0.037355,83.29,42.90,80.17,34.83,N/A,6,N/A,4,N/A,94,N/A,96,0.000103,0.000115,0.000118,0.000126,0.049892,0.029607,0.048770,0.024710,0.049995,0.029723,0.048888,0.024836,0.031238,0.020829,N/A,N/A,N/A,N/A,0.032513,0.018565,N/A,N/A,0.001064,0.000546,N/A,N/A,0.000048,0.000046,N/A,N/A,0.000232,0.000103,N/A,0.000195,N/A,0.000095,61.54,58.57,60.06,57.10,38.46,41.04,N/A,N/A,N/A,N/A,39.94,42.68,N/A,N/A,1.31,1.26,N/A,N/A,0.06,0.11,N/A,N/A,0.29,0.24,N/A,0.38,N/A,0.22
2020_00570,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.135890,0.066064,0.095015,0.044688,0.111870,0.053006,0.084312,0.033980,109.60,46.40,97.30,36.96,N/A,12,N/A,3,N/A,88,N/A,97,0.000109,0.000108,0.000094,0.000106,0.083926,0.038957,0.056890,0.025451,0.084034,0.039065,0.056984,0.025557,0.051856,0.026698,N/A,N/A,N/A,N/A,0.038031,0.019095,N/A,N/A,0.001154,0.000520,N/A,N/A,0.000044,0.000045,N/A,N/A,0.000259,0.000092,N/A,0.000301,N/A,0.000037,61.84,59.13,59.97,57.19,38.16,40.41,N/A,N/A,N/A,N/A,40.03,42.73,N/A,N/A,1.21,1.16,N/A,N/A,0.05,0.10,N/A,N/A,0.27,0.21,N/A,0.46,N/A,0.08
2020_00574,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.105175,0.046238,0.096780,0.040149,0.089844,0.034984,0.092697,0.040540,92.59,36.03,98.23,34.80,N/A,3,N/A,7,N/A,97,N/A,93,0.000100,0.000101,0.000091,0.000097,0.064593,0.026894,0.057838,0.022562,0.064693,0.026995,0.057929,0.022659,0.040482,0.019185,N/A,N/A,N/A,N/A,0.038851,0.017233,N/A,N/A,0.001176,0.000458,N/A,N/A,0.000046,0.000042,N/A,N/A,0.000251,0.000083,N/A,0.000059,N/A,0.000257,61.51,58.38,59.86,56.44,38.49,41.49,N/A,N/A,N/A,N/A,40.14,42.92,N/A,N/A,1.22,1.14,N/A,N/A,0.05,0.10,N/A,N/A,0.26,0.21,N/A,0.13,N/A,0.64
2020_00599,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.183166,0.066939,0.134393,0.047156,0.156917,0.061314,0.138094,0.042605,198.07,56.06,156.17,44.08,N/A,16,N/A,10,N/A,84,N/A,90,0.000103,0.000114,0.000103,0.000116,0.110738,0.038688,0.079069,0.026341,0.110841,0.038802,0.079172,0.026457,0.072325,0.027778,N/A,N/A,N/A,N/A,0.055222,0.020533,N/A,N/A,0.001801,0.000595,N/A,N/A,0.000049,0.000039,N/A,N/A,0.000391,0.000111,N/A,0.000358,N/A,0.000166,60.51,57.97,58.91,56.11,39.49,41.50,N/A,N/A,N/A,N/A,41.09,43.54,N/A,N/A,1.34,1.26,N/A,N/A,0.04,0.08,N/A,N/A,0.29,0.24,N/A,0.53,N/A,0.35
2020_00616,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.101497,0.038926,0.066201,0.031469,0.089602,0.029525,0.065396,0.026728,101.74,34.37,78.12,30.67,N/A,3,N/A,2,N/A,97,N/A,98,0.000112,0.000114,0.000105,0.000114,0.062317,0.022445,0.039414,0.017500,0.062430,0.022559,0.039519,0.017614,0.039068,0.016275,N/A,N/A,N/A,N/A,0.026682,0.013787,N/A,N/A,0.000908,0.000402,N/A,N/A,0.000047,0.000043,N/A,N/A,0.000196,0.000070,N/A,0.000093,N/A,0.000069,61.51,57.95,59.70,55.97,38.49,41.81,N/A,N/A,N/A,N/A,40.30,43.81,N/A,N/A,1.37,1.28,N/A,N/A,0.07,0.14,N/A,N/A,0.30,0.22,N/A,0.24,N/A,0.22
2020_00619,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.090827,0.042580,0.073750,0.026998,0.104890,0.037239,0.072583,0.022172,97.99,36.75,85.03,25.83,N/A,5,N/A,0,N/A,95,N/A,100,0.000098,0.000110,0.000102,0.000111,0.055374,0.024660,0.043821,0.014905,0.055472,0.024770,0.043923,0.015017,0.035354,0.017766,N/A,N/A,N/A,N/A,0.029827,0.011981,N/A,N/A,0.000988,0.000332,N/A,N/A,0.000046,0.000042,N/A,N/A,0.000218,0.000057,N/A,0.000043,N/A,0.000000,61.07,58.17,59.56,55.62,38.93,41.73,N/A,N/A,N/A,N/A,40.44,44.38,N/A,N/A,1.34,1.23,N/A,N/A,0.06,0.16,N/A,N/A,0.30,0.21,N/A,0.10,N/A,0.00
2020_00625,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.087121,0.040711,0.077498,0.042539,0.070942,0.032053,0.059056,0.035979,92.70,34.92,88.98,40.41,N/A,1,N/A,8,N/A,99,N/A,92,0.000102,0.000113,0.000103,0.000111,0.053566,0.023559,0.046294,0.023995,0.053668,0.023672,0.046397,0.024106,0.033453,0.017039,N/A,N/A,N/A,N/A,0.031101,0.018271,N/A,N/A,0.001035,0.000540,N/A,N/A,0.000043,0.000040,N/A,N/A,0.000226,0.000102,N/A,0.000000,N/A,0.000162,61.60,58.15,59.87,56.67,38.40,41.85,N/A,N/A,N/A,N/A,40.13,42.95,N/A,N/A,1.34,1.27,N/A,N/A,0.06,0.09,N/A,N/A,0.29,0.24,N/A,0.00,N/A,0.38
2020_00665,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.134126,0.072190,0.188016,0.086087,0.119007,0.061805,0.167471,0.072012,141.75,60.98,218.02,80.91,N/A,17,N/A,24,N/A,83,N/A,76,0.000100,0.000111,0.000098,0.000108,0.081910,0.041996,0.111671,0.048793,0.082010,0.042107,0.111769,0.048901,0.052116,0.029446,N/A,N/A,N/A,N/A,0.076248,0.036262,N/A,N/A,0.002461,0.001099,N/A,N/A,0.000040,0.000039,N/A,N/A,0.000540,0.000223,N/A,0.000638,N/A,0.000924,61.14,58.33,59.45,56.80,38.86,40.79,N/A,N/A,N/A,N/A,40.55,42.12,N/A,N/A,1.31,1.28,N/A,N/A,0.02,0.05,N/A,N/A,0.29,0.26,N/A,0.88,N/A,1.07
2020_00684,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.102448,0.057695,0.108261,0.045316,0.095398,0.047628,0.111880,0.043904,108.97,49.95,124.59,42.29,N/A,14,N/A,7,N/A,86,N/A,93,0.000100,0.000110,0.000100,0.000110,0.062657,0.033583,0.064540,0.025555,0.062757,0.033693,0.064639,0.025665,0.039691,0.023621,N/A,N/A,N/A,N/A,0.043622,0.019314,N/A,N/A,0.001416,0.000563,N/A,N/A,0.000043,0.000044,N/A,N/A,0.000304,0.000104,N/A,0.000381,N/A,0.000336,61.26,58.40,59.71,56.64,38.74,40.94,N/A,N/A,N/A,N/A,40.29,42.62,N/A,N/A,1.31,1.24,N/A,N/A,0.04,0.10,N/A,N/A,0.28,0.23,N/A,0.66,N/A,0.74
2020_00694,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.075079,0.035750,0.037107,0.018243,0.066265,0.037290,0.032267,0.017668,78.24,30.98,41.50,16.43,N/A,2,N/A,0,N/A,98,N/A,100,0.000102,0.000108,0.000100,0.000109,0.045905,0.020512,0.022063,0.009756,0.046007,0.020620,0.022164,0.009865,0.029073,0.014992,N/A,N/A,N/A,N/A,0.014943,0.008379,N/A,N/A,0.000481,0.000217,N/A,N/A,0.000040,0.000036,N/A,N/A,0.000101,0.000037,N/A,0.000138,N/A,0.000000,61.28,57.68,59.73,54.07,38.72,41.94,N/A,N/A,N/A,N/A,40.27,45.93,N/A,N/A,1.30,1.19,N/A,N/A,0.11,0.20,N/A,N/A,0.27,0.20,N/A,0.39,N/A,0.00
2020_00696,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.127463,0.053144,0.102127,0.044792,0.119246,0.046754,0.100210,0.040760,130.02,44.32,112.16,39.49,N/A,7,N/A,7,N/A,93,N/A,93,0.000098,0.000107,0.000098,0.000109,0.078507,0.031050,0.061321,0.025490,0.078605,0.031157,0.061418,0.025599,0.048858,0.021667,N/A,N/A,N/A,N/A,0.040708,0.018947,N/A,N/A,0.001289,0.000537,N/A,N/A,0.000046,0.000040,N/A,N/A,0.000284,0.000098,N/A,0.000320,N/A,0.000245,61.67,58.63,60.14,57.15,38.33,40.77,N/A,N/A,N/A,N/A,39.86,42.30,N/A,N/A,1.26,1.20,N/A,N/A,0.05,0.09,N/A,N/A,0.28,0.22,N/A,0.60,N/A,0.55
2020_00698,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.080948,0.050126,0.062077,0.029687,0.061530,0.035810,0.054395,0.021763,85.41,43.89,71.06,27.97,N/A,5,N/A,0,N/A,95,N/A,100,0.000102,0.000112,0.000101,0.000113,0.049384,0.029029,0.036865,0.016440,0.049485,0.029141,0.036966,0.016553,0.031463,0.020846,N/A,N/A,N/A,N/A,0.025111,0.013135,N/A,N/A,0.000818,0.000363,N/A,N/A,0.000041,0.000036,N/A,N/A,0.000181,0.000067,N/A,0.000139,N/A,0.000000,61.13,58.14,59.55,55.76,38.87,41.59,N/A,N/A,N/A,N/A,40.45,44.24,N/A,N/A,1.32,1.22,N/A,N/A,0.07,0.12,N/A,N/A,0.29,0.23,N/A,0.28,N/A,0.00
