puzzle_size,nAnts_alg4,threads_alg4,numcolonies_alg4,numacs_alg4,q0_alg4,rho_alg4,bve_alg4,timeout_alg4,success_rate_alg4,time_mean_alg4,time_std_alg4,iter_mean_alg4,with_comm_alg4,without_comm_alg4,cp_initial_mean_alg4,cp_ant_mean_alg4,cp_total_mean_alg4,acs_time_mean_alg4,dcm_aco_time_mean_alg4,coop_game_mean_alg4,pheromone_fusion_mean_alg4,public_path_mean_alg4,communication_time_mean_alg4,cp_percentage_alg4,acs_time_percentage_alg4,dcm_aco_time_percentage_alg4,coop_game_percentage_alg4,pheromone_fusion_percentage_alg4,public_path_percentage_alg4,communication_time_percentage_alg4
inst25x25_45_33,3,3,3,2,0.3,0.9,0.005,120.0,78.00,27.354446,25.347990,986.14,77,1,0.005901,11.140937,11.146838,N/A,15.755045,0.025759,0.000016,0.043107,0.452564,40.75,N/A,57.60,0.09,0.00,0.16,1.65
inst25x25_45_34,3,3,3,2,0.3,0.9,0.005,120.0,52.00,39.211470,32.111008,1457.02,52,0,0.005829,13.370408,13.376237,N/A,24.677225,0.037985,0.000039,0.061188,1.158008,34.11,N/A,62.93,0.10,0.00,0.16,2.95
inst25x25_45_35,3,3,3,2,0.3,0.9,0.005,120.0,35.00,39.706305,23.196747,1033.94,34,1,0.010359,19.230376,19.240736,N/A,19.628082,0.038512,0.000032,0.058123,0.837487,48.46,N/A,49.43,0.10,0.00,0.15,2.11
inst25x25_45_36,3,3,3,2,0.3,0.9,0.005,120.0,49.00,26.357310,23.730856,1012.84,49,0,0.006118,10.880107,10.886225,N/A,15.133142,0.021014,0.000020,0.032127,0.337943,41.30,N/A,57.42,0.08,0.00,0.12,1.28
inst25x25_45_37,3,3,3,2,0.3,0.9,0.005,120.0,90.00,26.223981,22.603996,1013.16,89,1,0.006042,11.200089,11.206131,N/A,14.669992,0.021365,0.000014,0.032251,0.347859,42.73,N/A,55.94,0.08,0.00,0.12,1.33
inst25x25_45_40,3,3,3,2,0.3,0.9,0.005,120.0,100.00,10.835595,13.580042,416.04,84,16,0.005975,6.109892,6.115868,N/A,4.581720,0.008690,0.000011,0.012983,0.138007,56.44,N/A,42.28,0.08,0.00,0.12,1.27
inst25x25_45_41,3,3,3,2,0.3,0.9,0.005,120.0,95.00,20.284356,20.246498,787.27,91,4,0.005996,9.380515,9.386511,N/A,10.613349,0.016448,0.000011,0.024802,0.284496,46.27,N/A,52.32,0.08,0.00,0.12,1.40
inst25x25_45_43,3,3,3,2,0.3,0.9,0.005,120.0,17.00,22.547493,15.896923,984.59,17,0,0.006144,10.968426,10.974570,N/A,11.382256,0.019263,0.000018,0.029493,0.190666,48.67,N/A,50.48,0.09,0.00,0.13,0.85
inst25x25_45_46,3,3,3,2,0.3,0.9,0.005,120.0,100.00,13.341242,10.776611,517.35,92,8,0.006104,7.860334,7.866438,N/A,5.313716,0.010586,0.000017,0.015065,0.161087,58.96,N/A,39.83,0.08,0.00,0.11,1.21
inst25x25_45_51,3,3,3,2,0.3,0.9,0.005,120.0,96.00,22.779917,24.620324,937.16,90,6,0.006370,9.427349,9.433718,N/A,13.016441,0.019253,0.000011,0.027822,0.329758,41.41,N/A,57.14,0.08,0.00,0.12,1.45
