puzzle_size,nAnts_alg4,threads_alg4,numcolonies_alg4,numacs_alg4,q0_alg4,rho_alg4,bve_alg4,timeout_alg4,success_rate_alg4,time_mean_alg4,time_std_alg4,iter_mean_alg4,with_comm_alg4,without_comm_alg4,cp_initial_mean_alg4,cp_ant_mean_alg4,cp_total_mean_alg4,acs_time_mean_alg4,dcm_aco_time_mean_alg4,coop_game_mean_alg4,pheromone_fusion_mean_alg4,public_path_mean_alg4,communication_time_mean_alg4,cp_percentage_alg4,acs_time_percentage_alg4,dcm_aco_time_percentage_alg4,coop_game_percentage_alg4,pheromone_fusion_percentage_alg4,public_path_percentage_alg4,communication_time_percentage_alg4
inst25x25_45_1,3,3,3,2,0.5,0.9,0.005,120.0,92.00,33.434238,25.272395,1331.86,91,1,0.006046,12.666688,12.672734,N/A,20.163185,0.027434,0.000068,0.039684,0.598320,37.90,N/A,60.31,0.08,0.00,0.12,1.79
inst25x25_45_11,3,3,3,2,0.5,0.9,0.005,120.0,100.00,12.617134,11.097497,392.69,89,11,0.007419,8.011222,8.018641,N/A,4.375376,0.012300,0.000032,0.018536,0.223118,63.55,N/A,34.68,0.10,0.00,0.15,1.77
inst25x25_45_14,3,3,3,2,0.5,0.9,0.005,120.0,100.00,5.631557,4.583659,126.05,50,50,0.010264,4.231252,4.241516,N/A,1.327154,0.005263,0.000018,0.007858,0.062887,75.32,N/A,23.57,0.09,0.00,0.14,1.12
inst25x25_45_15,3,3,3,2,0.5,0.9,0.005,120.0,93.00,30.999788,27.163166,1128.95,90,3,0.005617,11.697832,11.703449,N/A,18.377502,0.029162,0.000048,0.048956,0.918838,37.75,N/A,59.28,0.09,0.00,0.16,2.96
inst25x25_45_2,3,3,3,2,0.5,0.9,0.005,120.0,96.00,20.247065,19.036599,787.28,91,5,0.006036,9.536932,9.542968,N/A,10.367855,0.017427,0.000037,0.026996,0.336241,47.13,N/A,51.21,0.09,0.00,0.13,1.66
inst25x25_45_3,3,3,3,2,0.5,0.9,0.005,120.0,91.00,34.239793,29.351683,1116.43,88,3,0.005526,12.545567,12.551093,N/A,20.834659,0.030133,0.000028,0.051904,0.854042,36.66,N/A,60.85,0.09,0.00,0.15,2.49
inst25x25_45_4,3,3,3,2,0.5,0.9,0.005,120.0,95.00,29.407481,26.719885,1071.86,93,2,0.005788,11.501972,11.507760,N/A,17.132243,0.029002,0.000058,0.048633,0.767477,39.13,N/A,58.26,0.10,0.00,0.17,2.61
inst25x25_45_6,3,3,3,2,0.5,0.9,0.005,120.0,78.00,30.347330,27.767247,1098.15,76,2,0.005797,11.600603,11.606401,N/A,18.068452,0.029480,0.000031,0.048903,0.672478,38.25,N/A,59.54,0.10,0.00,0.16,2.22
inst25x25_45_7,3,3,3,2,0.5,0.9,0.005,120.0,100.00,19.332458,19.568984,654.39,96,4,0.005500,9.300865,9.306365,N/A,9.726794,0.017627,0.000036,0.028772,0.299299,48.14,N/A,50.31,0.09,0.00,0.15,1.55
inst25x25_45_8,3,3,3,2,0.5,0.9,0.005,120.0,100.00,11.234019,12.592168,389.04,86,14,0.005650,6.601392,6.607042,N/A,4.475037,0.010138,0.000011,0.015876,0.151939,58.81,N/A,39.83,0.09,0.00,0.14,1.35
