puzzle_size,nAnts_alg4,threads_alg4,numcolonies_alg4,numacs_alg4,q0_alg4,rho_alg4,bve_alg4,timeout_alg4,success_rate_alg4,time_mean_alg4,time_std_alg4,iter_mean_alg4,with_comm_alg4,without_comm_alg4,cp_initial_mean_alg4,cp_ant_mean_alg4,cp_total_mean_alg4,acs_time_mean_alg4,dcm_aco_time_mean_alg4,coop_game_mean_alg4,pheromone_fusion_mean_alg4,public_path_mean_alg4,communication_time_mean_alg4,cp_percentage_alg4,acs_time_percentage_alg4,dcm_aco_time_percentage_alg4,coop_game_percentage_alg4,pheromone_fusion_percentage_alg4,public_path_percentage_alg4,communication_time_percentage_alg4
inst25x25_45_84,3,3,3,2,0.3,0.9,0.005,120.0,100.00,13.475529,8.133369,538.12,98,2,0.006150,8.414404,8.420554,N/A,4.871431,0.011161,0.000018,0.016028,0.183545,62.49,N/A,36.15,0.08,0.00,0.12,1.36
inst25x25_45_85,3,3,3,2,0.3,0.9,0.005,120.0,67.00,39.870704,30.400708,1399.94,67,0,0.006754,13.759969,13.766723,N/A,25.201568,0.034993,0.000027,0.054659,0.902413,34.53,N/A,63.21,0.09,0.00,0.14,2.26
inst25x25_45_86,3,3,3,2,0.3,0.9,0.005,120.0,50.00,36.501052,31.294118,1196.84,49,1,0.006675,13.377382,13.384058,N/A,22.288045,0.030939,0.000020,0.050331,0.828949,36.67,N/A,61.06,0.08,0.00,0.14,2.27
inst25x25_45_87,3,3,3,2,0.3,0.9,0.005,120.0,96.00,21.160873,22.496428,788.01,92,4,0.006343,9.265468,9.271811,N/A,11.596254,0.016854,0.000007,0.024548,0.292807,43.82,N/A,54.80,0.08,0.00,0.12,1.38
inst25x25_45_88,3,3,3,2,0.3,0.9,0.005,120.0,100.00,12.877483,13.714359,505.97,86,14,0.006600,7.010569,7.017169,N/A,5.680458,0.010813,0.000007,0.015795,0.179856,54.49,N/A,44.11,0.08,0.00,0.12,1.40
inst25x25_45_89,3,3,3,2,0.3,0.9,0.005,120.0,36.00,24.009946,21.430503,887.81,35,1,0.006262,10.551562,10.557823,N/A,13.186670,0.018710,0.000015,0.025944,0.265452,43.97,N/A,54.92,0.08,0.00,0.11,1.11
inst25x25_45_90,3,3,3,2,0.3,0.9,0.005,120.0,75.00,35.709878,31.552463,1427.47,74,1,0.005863,11.505089,11.510952,N/A,23.812658,0.027959,0.000023,0.041844,0.386267,32.23,N/A,66.68,0.08,0.00,0.12,1.08
inst25x25_45_92,3,3,3,2,0.3,0.9,0.005,120.0,100.00,12.598297,13.482001,516.72,87,13,0.006308,6.928157,6.934465,N/A,5.501099,0.010734,0.000011,0.016135,0.162733,55.04,N/A,43.67,0.09,0.00,0.13,1.29
inst25x25_45_93,3,3,3,2,0.3,0.9,0.005,120.0,33.00,32.433723,29.957108,1265.82,31,2,0.005990,11.682818,11.688807,N/A,20.353368,0.027243,0.000021,0.040715,0.391547,36.04,N/A,62.75,0.08,0.00,0.13,1.21
inst25x25_45_95,3,3,3,2,0.3,0.9,0.005,120.0,84.00,29.767148,24.847782,1069.18,82,2,0.005635,11.776393,11.782028,N/A,17.456778,0.029437,0.000040,0.044057,0.528342,39.58,N/A,58.64,0.10,0.00,0.15,1.77
