puzzle_size,nAnts_alg4,threads_alg4,numcolonies_alg4,numacs_alg4,q0_alg4,rho_alg4,bve_alg4,timeout_alg4,success_rate_alg4,time_mean_alg4,time_std_alg4,iter_mean_alg4,with_comm_alg4,without_comm_alg4,cp_initial_mean_alg4,cp_ant_mean_alg4,cp_total_mean_alg4,acs_time_mean_alg4,dcm_aco_time_mean_alg4,coop_game_mean_alg4,pheromone_fusion_mean_alg4,public_path_mean_alg4,communication_time_mean_alg4,cp_percentage_alg4,acs_time_percentage_alg4,dcm_aco_time_percentage_alg4,coop_game_percentage_alg4,pheromone_fusion_percentage_alg4,public_path_percentage_alg4,communication_time_percentage_alg4
inst25x25_40_10,3,3,3,2,0.5,0.9,0.005,120.0,100.00,8.551192,7.651333,233.63,77,23,0.005327,5.547997,5.553324,N/A,2.929771,0.004876,0.000008,0.007723,0.068096,64.94,N/A,34.26,0.06,0.00,0.09,0.80
inst25x25_40_30,3,3,3,2,0.5,0.9,0.005,120.0,87.00,21.032836,21.567491,559.09,80,7,0.005364,9.743920,9.749283,N/A,11.049419,0.012051,0.000015,0.019172,0.234133,46.35,N/A,52.53,0.06,0.00,0.09,1.11
inst25x25_40_50,3,3,3,2,0.5,0.9,0.005,120.0,74.00,23.703464,22.731173,584.39,69,5,0.005119,10.641924,10.647043,N/A,12.565360,0.015542,0.000014,0.027482,0.491061,44.92,N/A,53.01,0.07,0.00,0.12,2.07
inst25x25_40_57,3,3,3,2,0.5,0.9,0.005,120.0,92.00,19.515857,19.747350,470.64,84,8,0.005151,9.758290,9.763442,N/A,9.405634,0.012634,0.000012,0.022683,0.346782,50.03,N/A,48.19,0.06,0.00,0.12,1.78
inst25x25_40_62,3,3,3,2,0.5,0.9,0.005,120.0,71.00,30.194566,25.041931,760.80,69,2,0.005004,12.719744,12.724748,N/A,16.872977,0.020641,0.000023,0.035186,0.596841,42.14,N/A,55.88,0.07,0.00,0.12,1.98
inst25x25_40_79,3,3,3,2,0.5,0.9,0.005,120.0,96.00,21.299788,20.592233,522.00,89,7,0.005112,10.085981,10.091093,N/A,10.935556,0.014174,0.000016,0.023757,0.273140,47.38,N/A,51.34,0.07,0.00,0.11,1.28
inst25x25_40_80,3,3,3,2,0.5,0.9,0.005,120.0,98.00,14.676666,10.934425,299.10,83,15,0.006739,9.524878,9.531618,N/A,4.961425,0.009595,0.000013,0.015318,0.183624,64.94,N/A,33.80,0.07,0.00,0.10,1.25
inst25x25_40_89,3,3,3,2,0.5,0.9,0.005,120.0,100.00,11.862592,9.859478,289.52,85,15,0.005622,7.816952,7.822574,N/A,3.940845,0.008186,0.000006,0.014193,0.099172,65.94,N/A,33.22,0.07,0.00,0.12,0.84
inst25x25_40_9,3,3,3,2,0.5,0.9,0.005,120.0,97.00,17.580195,17.608801,502.94,89,8,0.005312,8.831453,8.836766,N/A,8.548330,0.010265,0.000013,0.015669,0.195099,50.27,N/A,48.62,0.06,0.00,0.09,1.11
inst25x25_40_99,3,3,3,2,0.5,0.9,0.005,120.0,99.00,13.798326,12.701727,349.81,89,10,0.005233,8.186693,8.191926,N/A,5.388757,0.009286,0.000007,0.016113,0.217644,59.37,N/A,39.05,0.07,0.00,0.12,1.58
