puzzle_size,nAnts_alg3,threads_alg3,numcolonies_alg3,numacs_alg3,q0_alg3,rho_alg3,bve_alg3,timeout_alg3,success_rate_alg3,time_mean_alg3,time_std_alg3,iter_mean_alg3,with_comm_alg3,without_comm_alg3,cp_initial_mean_alg3,cp_ant_mean_alg3,cp_total_mean_alg3,acs_time_mean_alg3,dcm_aco_time_mean_alg3,coop_game_mean_alg3,pheromone_fusion_mean_alg3,public_path_mean_alg3,communication_time_mean_alg3,cp_percentage_alg3,acs_time_percentage_alg3,dcm_aco_time_percentage_alg3,coop_game_percentage_alg3,pheromone_fusion_percentage_alg3,public_path_percentage_alg3,communication_time_percentage_alg3
inst25x25_40_10,4,N/A,4,3,0.9,0.9,0.005,120.0,100.00,4.161981,2.949021,71.42,N/A,N/A,0.005093,3.036365,3.041459,N/A,1.120522,0.024701,0.001530,0.001038,N/A,73.08,N/A,26.92,0.59,0.04,0.02,N/A
inst25x25_40_30,4,N/A,4,3,0.9,0.9,0.005,120.0,100.00,8.367838,5.955575,130.71,N/A,N/A,0.005330,5.755418,5.760747,N/A,2.607091,0.050954,0.001818,0.002145,N/A,68.84,N/A,31.16,0.61,0.02,0.03,N/A
inst25x25_40_50,4,N/A,4,3,0.9,0.9,0.005,120.0,100.00,10.367957,8.345940,163.46,N/A,N/A,0.005484,6.621104,6.626588,N/A,3.741370,0.064078,0.001798,0.003019,N/A,63.91,N/A,36.09,0.62,0.02,0.03,N/A
inst25x25_40_57,4,N/A,4,3,0.9,0.9,0.005,120.0,100.00,7.964706,5.514442,120.13,N/A,N/A,0.005581,5.514307,5.519888,N/A,2.444818,0.048630,0.001904,0.002271,N/A,69.30,N/A,30.70,0.61,0.02,0.03,N/A
inst25x25_40_62,4,N/A,4,3,0.9,0.9,0.005,120.0,100.00,11.451630,9.401316,164.67,N/A,N/A,0.006372,7.294409,7.300782,N/A,4.150848,0.075275,0.002298,0.003612,N/A,63.75,N/A,36.25,0.66,0.02,0.03,N/A
inst25x25_40_79,4,N/A,4,3,0.9,0.9,0.005,120.0,100.00,7.323230,6.146610,125.91,N/A,N/A,0.004855,4.982053,4.986908,N/A,2.336322,0.044659,0.001669,0.001816,N/A,68.10,N/A,31.90,0.61,0.02,0.02,N/A
inst25x25_40_80,4,N/A,4,3,0.9,0.9,0.005,120.0,100.00,4.584630,3.004259,81.88,N/A,N/A,0.004914,3.293712,3.298626,N/A,1.286005,0.027157,0.001595,0.001182,N/A,71.95,N/A,28.05,0.59,0.03,0.03,N/A
inst25x25_40_89,4,N/A,4,3,0.9,0.9,0.005,120.0,100.00,5.208587,3.698384,96.41,N/A,N/A,0.005085,3.665049,3.670133,N/A,1.538453,0.032632,0.001684,0.001305,N/A,70.46,N/A,29.54,0.63,0.03,0.03,N/A
inst25x25_40_9,4,N/A,4,3,0.9,0.9,0.005,120.0,100.00,7.370307,4.955860,124.22,N/A,N/A,0.005505,5.091254,5.096759,N/A,2.273547,0.045560,0.001689,0.002027,N/A,69.15,N/A,30.85,0.62,0.02,0.03,N/A
inst25x25_40_99,4,N/A,4,3,0.9,0.9,0.005,120.0,100.00,5.694404,4.074430,89.80,N/A,N/A,0.005955,4.077121,4.083076,N/A,1.611328,0.036290,0.002007,0.001635,N/A,71.70,N/A,28.30,0.64,0.04,0.03,N/A
inst25x25_45_1,4,N/A,4,3,0.9,0.9,0.005,120.0,75.00,28.971510,23.518611,473.85,N/A,N/A,0.008308,13.858475,13.866782,N/A,15.104728,0.267568,0.002861,0.010896,N/A,47.86,N/A,52.14,0.92,0.01,0.04,N/A
inst25x25_45_11,4,N/A,4,3,0.9,0.9,0.005,120.0,99.00,9.951767,9.372459,159.79,N/A,N/A,0.009010,6.500154,6.509164,N/A,3.442603,0.092666,0.003112,0.003909,N/A,65.41,N/A,34.59,0.93,0.03,0.04,N/A
inst25x25_45_14,4,N/A,4,3,0.9,0.9,0.005,120.0,100.00,4.908713,9.025421,67.34,N/A,N/A,0.010008,3.339286,3.349295,N/A,1.559419,0.041981,0.002921,0.001710,N/A,68.23,N/A,31.77,0.86,0.06,0.03,N/A
inst25x25_45_15,4,N/A,4,3,0.9,0.9,0.005,120.0,97.00,21.876125,22.265041,397.84,N/A,N/A,0.007559,10.095107,10.102666,N/A,11.773459,0.188115,0.002626,0.007872,N/A,46.18,N/A,53.82,0.86,0.01,0.04,N/A
inst25x25_45_16,4,N/A,4,3,0.9,0.9,0.005,120.0,97.00,8.226527,12.847253,141.57,N/A,N/A,0.007725,5.071960,5.079686,N/A,3.146842,0.068251,0.002500,0.002781,N/A,61.75,N/A,38.25,0.83,0.03,0.03,N/A
inst25x25_45_17,4,N/A,4,3,0.9,0.9,0.005,120.0,100.00,10.645505,8.510243,179.87,N/A,N/A,0.007811,7.021623,7.029433,N/A,3.616072,0.087095,0.002426,0.003711,N/A,66.03,N/A,33.97,0.82,0.02,0.03,N/A
