puzzle_size,nAnts_alg4,threads_alg4,numcolonies_alg4,numacs_alg4,q0_alg4,rho_alg4,bve_alg4,timeout_alg4,success_rate_alg4,time_mean_alg4,time_std_alg4,iter_mean_alg4,with_comm_alg4,without_comm_alg4,cp_initial_mean_alg4,cp_ant_mean_alg4,cp_total_mean_alg4,acs_time_mean_alg4,dcm_aco_time_mean_alg4,coop_game_mean_alg4,pheromone_fusion_mean_alg4,public_path_mean_alg4,communication_time_mean_alg4,cp_percentage_alg4,acs_time_percentage_alg4,dcm_aco_time_percentage_alg4,coop_game_percentage_alg4,pheromone_fusion_percentage_alg4,public_path_percentage_alg4,communication_time_percentage_alg4
inst25x25_45_16,3,3,3,2,0.5,0.9,0.005,120.0,100.00,9.831906,7.895655,343.00,89,11,0.006216,6.384658,6.390874,N/A,3.292788,0.009047,0.000039,0.015552,0.148245,65.00,N/A,33.49,0.09,0.00,0.16,1.51
inst25x25_45_17,3,3,3,2,0.5,0.9,0.005,120.0,98.00,21.526585,22.068461,695.93,87,11,0.006162,9.673678,9.679840,N/A,11.465503,0.019788,0.000027,0.035794,0.381242,44.97,N/A,53.26,0.09,0.00,0.17,1.77
inst25x25_45_18,3,3,3,2,0.5,0.9,0.005,120.0,100.00,6.578087,5.972071,228.25,68,32,0.006102,4.518379,4.524481,N/A,1.970347,0.005937,0.000013,0.010060,0.083259,68.78,N/A,29.95,0.09,0.00,0.15,1.27
inst25x25_45_19,3,3,3,2,0.5,0.9,0.005,120.0,91.00,25.618123,21.995573,902.63,86,5,0.006208,11.065293,11.071501,N/A,13.996248,0.025107,0.000044,0.043841,0.550374,43.22,N/A,54.63,0.10,0.00,0.17,2.15
inst25x25_45_21,3,3,3,2,0.5,0.9,0.005,120.0,77.00,29.974919,27.008250,860.13,72,5,0.007436,13.773466,13.780902,N/A,15.723477,0.027123,0.000032,0.043403,0.470541,45.97,N/A,52.46,0.09,0.00,0.14,1.57
inst25x25_45_23,3,3,3,2,0.5,0.9,0.005,120.0,98.00,19.453397,22.882687,702.40,90,8,0.005192,8.868748,8.873940,N/A,10.291063,0.017511,0.000025,0.029403,0.288394,45.62,N/A,52.90,0.09,0.00,0.15,1.48
inst25x25_45_24,3,3,3,2,0.5,0.9,0.005,120.0,19.00,35.464050,25.158028,1299.68,17,2,0.005607,12.769200,12.774807,N/A,22.160281,0.034984,0.000058,0.057498,0.528962,36.02,N/A,62.49,0.10,0.00,0.16,1.49
inst25x25_45_26,3,3,3,2,0.5,0.9,0.005,120.0,99.00,22.338527,21.848494,909.25,93,6,0.006198,9.826655,9.832853,N/A,12.220890,0.019002,0.000041,0.028702,0.284784,44.02,N/A,54.71,0.09,0.00,0.13,1.27
inst25x25_45_29,3,3,3,2,0.5,0.9,0.005,120.0,100.00,16.116792,15.374743,617.05,98,2,0.006153,8.573720,8.579873,N/A,7.300777,0.012932,0.000027,0.019567,0.236142,53.24,N/A,45.30,0.08,0.00,0.12,1.47
inst25x25_45_32,3,3,3,2,0.5,0.9,0.005,120.0,100.00,7.557248,6.105485,279.29,85,15,0.005996,5.058432,5.064428,N/A,2.418328,0.005863,0.000011,0.008803,0.074491,67.01,N/A,32.00,0.08,0.00,0.12,0.99
