puzzle_size,nAnts_alg3,threads_alg3,numcolonies_alg3,numacs_alg3,q0_alg3,rho_alg3,bve_alg3,timeout_alg3,success_rate_alg3,time_mean_alg3,time_std_alg3,iter_mean_alg3,with_comm_alg3,without_comm_alg3,cp_initial_mean_alg3,cp_ant_mean_alg3,cp_total_mean_alg3,acs_time_mean_alg3,dcm_aco_time_mean_alg3,coop_game_mean_alg3,pheromone_fusion_mean_alg3,public_path_mean_alg3,communication_time_mean_alg3,cp_percentage_alg3,acs_time_percentage_alg3,dcm_aco_time_percentage_alg3,coop_game_percentage_alg3,pheromone_fusion_percentage_alg3,public_path_percentage_alg3,communication_time_percentage_alg3
inst25x25_45_67,3,N/A,3,2,0.9,0.9,0.005,120.0,100.00,8.676040,10.877795,435.64,N/A,N/A,0.004783,4.631185,4.635967,N/A,4.040072,0.085365,0.001063,0.003442,N/A,53.43,N/A,46.57,0.98,0.01,0.04,N/A
inst25x25_45_69,3,N/A,3,2,0.9,0.9,0.005,120.0,91.00,13.959187,24.770579,627.07,N/A,N/A,0.005729,5.578238,5.583967,N/A,8.375221,0.151110,0.001292,0.006921,N/A,40.00,N/A,60.00,1.08,0.01,0.05,N/A
inst25x25_45_71,3,N/A,3,2,0.9,0.9,0.005,120.0,99.00,8.566353,12.563938,278.17,N/A,N/A,0.007516,5.150988,5.158504,N/A,3.407849,0.083290,0.001677,0.004120,N/A,60.22,N/A,39.78,0.97,0.02,0.05,N/A
inst25x25_45_72,3,N/A,3,2,0.9,0.9,0.005,120.0,92.00,22.014086,23.483452,974.10,N/A,N/A,0.005452,8.770301,8.775753,N/A,13.238333,0.218786,0.001209,0.009578,N/A,39.86,N/A,60.14,0.99,0.01,0.04,N/A
inst25x25_45_73,3,N/A,3,2,0.9,0.9,0.005,120.0,100.00,3.178741,3.069793,143.37,N/A,N/A,0.005565,2.271645,2.277210,N/A,0.901530,0.032375,0.001206,0.001429,N/A,71.64,N/A,28.36,1.02,0.04,0.04,N/A
inst25x25_45_75,3,N/A,3,2,0.9,0.9,0.005,120.0,98.00,9.093795,15.878459,390.55,N/A,N/A,0.005569,4.759488,4.765057,N/A,4.328738,0.089306,0.001237,0.004588,N/A,52.40,N/A,47.60,0.98,0.01,0.05,N/A
inst25x25_45_76,3,N/A,3,2,0.9,0.9,0.005,120.0,100.00,3.732541,5.560882,182.14,N/A,N/A,0.005111,2.493013,2.498124,N/A,1.234417,0.037868,0.001057,0.001613,N/A,66.93,N/A,33.07,1.01,0.03,0.04,N/A
inst25x25_45_77,3,N/A,3,2,0.9,0.9,0.005,120.0,91.00,30.259221,29.314923,1319.04,N/A,N/A,0.004912,10.713571,10.718482,N/A,19.540739,0.311068,0.001348,0.014248,N/A,35.42,N/A,64.58,1.03,0.00,0.05,N/A
inst25x25_45_82,3,N/A,3,2,0.9,0.9,0.005,120.0,91.00,17.226423,19.516552,795.40,N/A,N/A,0.005112,7.618549,7.623661,N/A,9.602761,0.189334,0.001231,0.009575,N/A,44.26,N/A,55.74,1.10,0.01,0.06,N/A
inst25x25_45_83,3,N/A,3,2,0.9,0.9,0.005,120.0,100.00,4.051807,11.302942,182.23,N/A,N/A,0.005056,2.270971,2.276027,N/A,1.775780,0.041104,0.001119,0.001778,N/A,56.17,N/A,43.83,1.01,0.03,0.04,N/A
