puzzle_size,nAnts_alg4,threads_alg4,numcolonies_alg4,numacs_alg4,q0_alg4,rho_alg4,bve_alg4,timeout_alg4,success_rate_alg4,time_mean_alg4,time_std_alg4,iter_mean_alg4,with_comm_alg4,without_comm_alg4,cp_initial_mean_alg4,cp_ant_mean_alg4,cp_total_mean_alg4,acs_time_mean_alg4,dcm_aco_time_mean_alg4,coop_game_mean_alg4,pheromone_fusion_mean_alg4,public_path_mean_alg4,communication_time_mean_alg4,cp_percentage_alg4,acs_time_percentage_alg4,dcm_aco_time_percentage_alg4,coop_game_percentage_alg4,pheromone_fusion_percentage_alg4,public_path_percentage_alg4,communication_time_percentage_alg4
inst25x25_45_33,3,3,3,2,0.5,0.9,0.005,120.0,98.00,20.269898,24.355200,693.38,94,4,0.006268,8.727900,8.734168,N/A,11.161440,0.019593,0.000025,0.032763,0.374289,43.09,N/A,55.06,0.10,0.00,0.16,1.85
inst25x25_45_34,3,3,3,2,0.5,0.9,0.005,120.0,89.00,35.659164,28.711297,1247.03,88,1,0.006104,12.692353,12.698457,N/A,22.136056,0.035263,0.000063,0.059290,0.824652,35.61,N/A,62.08,0.10,0.00,0.17,2.31
inst25x25_45_35,3,3,3,2,0.5,0.9,0.005,120.0,74.00,34.472499,27.159626,1203.86,73,1,0.006723,13.803563,13.810285,N/A,20.069332,0.035639,0.000041,0.057314,0.592881,40.06,N/A,58.22,0.10,0.00,0.17,1.72
inst25x25_45_36,3,3,3,2,0.5,0.9,0.005,120.0,80.00,30.142794,28.543656,1081.71,77,3,0.005386,11.336837,11.342223,N/A,18.370329,0.028375,0.000034,0.046259,0.430242,37.63,N/A,60.94,0.09,0.00,0.15,1.43
inst25x25_45_37,3,3,3,2,0.5,0.9,0.005,120.0,100.00,17.324210,16.878849,617.46,92,8,0.005429,8.900408,8.905837,N/A,8.195530,0.016325,0.000020,0.025527,0.222843,51.41,N/A,47.31,0.09,0.00,0.15,1.29
inst25x25_45_40,3,3,3,2,0.5,0.9,0.005,120.0,100.00,6.176627,5.835778,225.37,74,26,0.005563,4.279484,4.285046,N/A,1.833462,0.005468,0.000017,0.008655,0.058119,69.38,N/A,29.68,0.09,0.00,0.14,0.94
inst25x25_45_41,3,3,3,2,0.5,0.9,0.005,120.0,100.00,11.653490,9.446890,419.37,87,13,0.005528,7.349285,7.354813,N/A,4.140721,0.010767,0.000021,0.015976,0.157956,63.11,N/A,35.53,0.09,0.00,0.14,1.36
inst25x25_45_43,3,3,3,2,0.5,0.9,0.005,120.0,53.00,37.290599,31.096744,1489.02,51,2,0.006093,12.217745,12.223838,N/A,24.545704,0.034902,0.000039,0.053019,0.521056,32.78,N/A,65.82,0.09,0.00,0.14,1.40
inst25x25_45_46,3,3,3,2,0.5,0.9,0.005,120.0,100.00,9.213186,6.917779,352.08,87,13,0.006264,6.009573,6.015837,N/A,3.081758,0.007383,0.000018,0.011069,0.115592,65.30,N/A,33.45,0.08,0.00,0.12,1.25
inst25x25_45_51,3,3,3,2,0.5,0.9,0.005,120.0,100.00,8.195486,7.490602,370.55,87,13,0.005461,5.170965,5.176427,N/A,2.941793,0.006925,0.000009,0.010277,0.077266,63.16,N/A,35.90,0.08,0.00,0.13,0.94
