puzzle_size,nAnts_alg4,threads_alg4,numcolonies_alg4,numacs_alg4,q0_alg4,rho_alg4,bve_alg4,timeout_alg4,success_rate_alg4,time_mean_alg4,time_std_alg4,iter_mean_alg4,with_comm_alg4,without_comm_alg4,cp_initial_mean_alg4,cp_ant_mean_alg4,cp_total_mean_alg4,acs_time_mean_alg4,dcm_aco_time_mean_alg4,coop_game_mean_alg4,pheromone_fusion_mean_alg4,public_path_mean_alg4,communication_time_mean_alg4,cp_percentage_alg4,acs_time_percentage_alg4,dcm_aco_time_percentage_alg4,coop_game_percentage_alg4,pheromone_fusion_percentage_alg4,public_path_percentage_alg4,communication_time_percentage_alg4
inst25x25_45_52,3,3,3,2,0.3,0.9,0.005,120.0,98.00,22.690103,26.301001,866.53,84,14,0.006059,8.947581,8.953640,N/A,13.414064,0.017763,0.000009,0.026875,0.322399,39.46,N/A,59.12,0.08,0.00,0.12,1.42
inst25x25_45_54,3,3,3,2,0.3,0.9,0.005,120.0,90.00,28.795827,28.193775,1133.54,86,4,0.006051,10.667687,10.673738,N/A,17.722129,0.023236,0.000017,0.034610,0.399960,37.07,N/A,61.54,0.08,0.00,0.12,1.39
inst25x25_45_56,3,3,3,2,0.3,0.9,0.005,120.0,98.00,25.724026,28.433936,1041.53,97,1,0.006106,9.615986,9.622093,N/A,15.724771,0.021412,0.000014,0.032275,0.377162,37.41,N/A,61.13,0.08,0.00,0.13,1.47
inst25x25_45_57,3,3,3,2,0.3,0.9,0.005,120.0,46.00,25.755058,25.511819,1219.20,46,0,0.004829,9.728596,9.733424,N/A,15.847627,0.020477,0.000013,0.029626,0.174006,37.79,N/A,61.53,0.08,0.00,0.12,0.68
inst25x25_45_58,3,3,3,2,0.3,0.9,0.005,120.0,85.00,32.838209,30.705417,1742.15,84,1,0.004715,10.476828,10.481543,N/A,22.162379,0.028112,0.000026,0.038071,0.194287,31.92,N/A,67.49,0.09,0.00,0.12,0.59
inst25x25_45_59,3,3,3,2,0.3,0.9,0.005,120.0,99.00,18.374535,17.858134,874.37,96,3,0.004605,8.223189,8.227793,N/A,10.031179,0.014136,0.000021,0.020181,0.115563,44.78,N/A,54.59,0.08,0.00,0.11,0.63
inst25x25_45_62,3,3,3,2,0.3,0.9,0.005,120.0,99.00,18.979286,22.862572,1006.48,92,7,0.004745,7.630839,7.635585,N/A,11.240425,0.016279,0.000017,0.023935,0.103276,40.23,N/A,59.22,0.09,0.00,0.13,0.54
inst25x25_45_63,3,3,3,2,0.3,0.9,0.005,120.0,19.00,34.730896,30.324550,1573.79,18,1,0.005596,11.309424,11.315020,N/A,23.115024,0.028592,0.000029,0.041486,0.300852,32.58,N/A,66.55,0.08,0.00,0.12,0.87
inst25x25_45_64,3,3,3,2,0.3,0.9,0.005,120.0,78.00,26.165931,25.477962,1001.22,73,5,0.006201,10.608658,10.614859,N/A,15.195473,0.020854,0.000010,0.030658,0.355600,40.57,N/A,58.07,0.08,0.00,0.12,1.36
inst25x25_45_65,3,3,3,2,0.3,0.9,0.005,120.0,98.00,15.824286,12.574042,589.20,94,4,0.006002,8.850963,8.856965,N/A,6.754707,0.012286,0.000013,0.018330,0.212616,55.97,N/A,42.69,0.08,0.00,0.12,1.34
