puzzle_size,nAnts_alg4,threads_alg4,numcolonies_alg4,numacs_alg4,q0_alg4,rho_alg4,bve_alg4,timeout_alg4,success_rate_alg4,time_mean_alg4,time_std_alg4,iter_mean_alg4,with_comm_alg4,without_comm_alg4,cp_initial_mean_alg4,cp_ant_mean_alg4,cp_total_mean_alg4,acs_time_mean_alg4,dcm_aco_time_mean_alg4,coop_game_mean_alg4,pheromone_fusion_mean_alg4,public_path_mean_alg4,communication_time_mean_alg4,cp_percentage_alg4,acs_time_percentage_alg4,dcm_aco_time_percentage_alg4,coop_game_percentage_alg4,pheromone_fusion_percentage_alg4,public_path_percentage_alg4,communication_time_percentage_alg4
inst25x25_50_71,3,3,3,2,0.5,0.9,0.005,120.0,100.00,0.742292,0.553539,45.53,8,92,0.006950,0.550227,0.557176,N/A,0.183143,0.000980,0.000022,0.001327,0.001973,75.06,N/A,24.67,0.13,0.00,0.18,0.27
inst25x25_50_80,3,3,3,2,0.5,0.9,0.005,120.0,100.00,0.291399,0.276521,19.11,1,99,0.007420,0.205380,0.212800,N/A,0.078367,0.000426,0.000009,0.000512,0.000232,73.03,N/A,26.89,0.15,0.00,0.18,0.08
inst25x25_50_82,3,3,3,2,0.5,0.9,0.005,120.0,100.00,0.847425,0.695323,53.66,15,85,0.007356,0.626586,0.633942,N/A,0.210460,0.001183,0.000021,0.001603,0.003023,74.81,N/A,24.84,0.14,0.00,0.19,0.36
inst25x25_50_83,3,3,3,2,0.5,0.9,0.005,120.0,100.00,1.024641,0.856586,56.60,15,85,0.007125,0.766922,0.774047,N/A,0.245586,0.001298,0.000022,0.001846,0.005008,75.54,N/A,23.97,0.13,0.00,0.18,0.49
inst25x25_50_86,3,3,3,2,0.5,0.9,0.005,120.0,100.00,0.693328,0.456206,48.59,5,95,0.007512,0.508363,0.515875,N/A,0.176997,0.001062,0.000017,0.001489,0.000457,74.41,N/A,25.53,0.15,0.00,0.21,0.07
inst25x25_50_91,3,3,3,2,0.5,0.9,0.005,120.0,100.00,0.993027,1.792199,63.87,11,89,0.005892,0.704307,0.710199,N/A,0.276981,0.001211,0.000019,0.001574,0.005846,71.52,N/A,27.89,0.12,0.00,0.16,0.59
inst25x25_50_92,3,3,3,2,0.5,0.9,0.005,120.0,100.00,0.138429,0.100706,12.62,0,100,0.005784,0.092795,0.098579,N/A,0.039850,0.000214,0.000008,0.000220,0.000000,71.21,N/A,28.79,0.15,0.01,0.16,0.00
inst25x25_50_93,3,3,3,2,0.5,0.9,0.005,120.0,100.00,0.878791,1.093228,66.34,17,83,0.005602,0.642685,0.648287,N/A,0.223455,0.001161,0.000014,0.001421,0.007049,73.77,N/A,25.43,0.13,0.00,0.16,0.80
inst25x25_50_94,3,3,3,2,0.5,0.9,0.005,120.0,100.00,1.362340,1.524446,84.54,31,69,0.005285,1.012185,1.017471,N/A,0.337661,0.001473,0.000024,0.001761,0.007209,74.69,N/A,24.79,0.11,0.00,0.13,0.53
inst25x25_50_99,3,3,3,2,0.5,0.9,0.005,120.0,100.00,0.377903,0.570198,31.46,8,92,0.005579,0.271456,0.277034,N/A,0.097332,0.000539,0.000013,0.000643,0.003535,73.31,N/A,25.76,0.14,0.00,0.17,0.94
