puzzle_size,nAnts_alg0,threads_alg0,numcolonies_alg0,numacs_alg0,q0_alg0,rho_alg0,bve_alg0,timeout_alg0,success_rate_alg0,time_mean_alg0,time_std_alg0,iter_mean_alg0,with_comm_alg0,without_comm_alg0,cp_initial_mean_alg0,cp_initial_percentage_alg0,cp_ant_mean_alg0,cp_ant_percentage_alg0,ant_guessing_mean_alg0,ant_guessing_percentage_alg0,coop_game_mean_alg0,coop_game_percentage_alg0,pheromone_fusion_mean_alg0,pheromone_fusion_percentage_alg0,public_path_mean_alg0,public_path_percentage_alg0,communication_time_mean_alg0,communication_time_percentage_alg0,cp_total_mean_alg0,cp_percentage_alg0
2020_00004,10,N/A,N/A,N/A,0.9,0.9,0.005,120.0,100.00,0.047580,0.033603,60.85,N/A,N/A,0.000071,0.49,0.029195,61.05,0.000306,0.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.029265,61.53
