puzzle_size,nAnts_alg4,threads_alg4,numcolonies_alg4,numacs_alg4,q0_alg4,rho_alg4,bve_alg4,timeout_alg4,success_rate_alg4,time_mean_alg4,time_std_alg4,iter_mean_alg4,with_comm_alg4,without_comm_alg4,cp_initial_mean_alg4,cp_initial_percentage_alg4,cp_ant_mean_alg4,cp_ant_percentage_alg4,ant_guessing_mean_alg4,ant_guessing_percentage_alg4,coop_game_mean_alg4,coop_game_percentage_alg4,pheromone_fusion_mean_alg4,pheromone_fusion_percentage_alg4,public_path_mean_alg4,public_path_percentage_alg4,communication_time_mean_alg4,communication_time_percentage_alg4,cp_total_mean_alg4,cp_percentage_alg4
2020_00004,10,3,3,2,0.9,0.9,0.005,120.0,100.00,0.017445,0.013930,6.58,0,100,0.000073,0.73,0.014863,77.12,0.000089,0.46,0.000051,0.25,0.000023,0.16,0.000009,0.05,0.000000,0.00,0.014936,77.86
