puzzle_size,nAnts_alg0,nAnts_alg2,nAnts_alg3,nAnts_alg4,threads_alg0,threads_alg2,threads_alg3,threads_alg4,numcolonies_alg0,numcolonies_alg2,numcolonies_alg3,numcolonies_alg4,numacs_alg0,numacs_alg2,numacs_alg3,numacs_alg4,q0_alg0,q0_alg2,q0_alg3,q0_alg4,rho_alg0,rho_alg2,rho_alg3,rho_alg4,bve_alg0,bve_alg2,bve_alg3,bve_alg4,timeout_alg0,timeout_alg2,timeout_alg3,timeout_alg4,success_rate_alg0,success_rate_alg2,success_rate_alg3,success_rate_alg4,time_mean_alg0,time_mean_alg2,time_mean_alg3,time_mean_alg4,time_std_alg0,time_std_alg2,time_std_alg3,time_std_alg4,iter_mean_alg0,iter_mean_alg2,iter_mean_alg3,iter_mean_alg4,with_comm_alg0,with_comm_alg2,with_comm_alg3,with_comm_alg4,without_comm_alg0,without_comm_alg2,without_comm_alg3,without_comm_alg4,cp_initial_mean_alg0,cp_initial_mean_alg2,cp_initial_mean_alg3,cp_initial_mean_alg4,cp_ant_mean_alg0,cp_ant_mean_alg2,cp_ant_mean_alg3,cp_ant_mean_alg4,cp_total_mean_alg0,cp_total_mean_alg2,cp_total_mean_alg3,cp_total_mean_alg4,acs_time_mean_alg0,acs_time_mean_alg2,acs_time_mean_alg3,acs_time_mean_alg4,dcm_aco_time_mean_alg0,dcm_aco_time_mean_alg2,dcm_aco_time_mean_alg3,dcm_aco_time_mean_alg4,coop_game_mean_alg0,coop_game_mean_alg2,coop_game_mean_alg3,coop_game_mean_alg4,pheromone_fusion_mean_alg0,pheromone_fusion_mean_alg2,pheromone_fusion_mean_alg3,pheromone_fusion_mean_alg4,public_path_mean_alg0,public_path_mean_alg2,public_path_mean_alg3,public_path_mean_alg4,communication_time_mean_alg0,communication_time_mean_alg2,communication_time_mean_alg3,communication_time_mean_alg4,cp_percentage_alg0,cp_percentage_alg2,cp_percentage_alg3,cp_percentage_alg4,acs_time_percentage_alg0,acs_time_percentage_alg2,acs_time_percentage_alg3,acs_time_percentage_alg4,dcm_aco_time_percentage_alg0,dcm_aco_time_percentage_alg2,dcm_aco_time_percentage_alg3,dcm_aco_time_percentage_alg4,coop_game_percentage_alg0,coop_game_percentage_alg2,coop_game_percentage_alg3,coop_game_percentage_alg4,pheromone_fusion_percentage_alg0,pheromone_fusion_percentage_alg2,pheromone_fusion_percentage_alg3,pheromone_fusion_percentage_alg4,public_path_percentage_alg0,public_path_percentage_alg2,public_path_percentage_alg3,public_path_percentage_alg4,communication_time_percentage_alg0,communication_time_percentage_alg2,communication_time_percentage_alg3,communication_time_percentage_alg4
2020_00694,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.081804,0.042694,0.040957,0.015417,0.077970,0.048731,0.032502,0.015251,80.08,40.46,48.56,16.38,N/A,10,N/A,0,N/A,90,N/A,100,0.000105,0.000102,0.000095,0.000099,0.050169,0.024577,0.024351,0.008260,0.050274,0.024679,0.024445,0.008360,0.031530,0.017647,N/A,N/A,N/A,N/A,0.016511,0.007057,N/A,N/A,0.000526,0.000176,N/A,N/A,0.000039,0.000029,N/A,N/A,0.000106,0.000029,N/A,0.000000,N/A,0.000000,61.46,57.80,59.69,54.22,38.54,41.33,N/A,N/A,N/A,N/A,40.31,45.77,N/A,N/A,1.28,1.14,N/A,N/A,0.10,0.19,N/A,N/A,0.26,0.18,N/A,0.00,N/A,0.00
2020_00696,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.112980,0.048967,0.096675,0.038905,0.095151,0.035676,0.077700,0.033202,115.30,44.37,106.35,37.95,N/A,8,N/A,7,N/A,92,N/A,93,0.000094,0.000101,0.000097,0.000101,0.069761,0.028634,0.058297,0.022129,0.069855,0.028734,0.058393,0.022230,0.043125,0.019907,N/A,N/A,N/A,N/A,0.038282,0.016581,N/A,N/A,0.001205,0.000466,N/A,N/A,0.000043,0.000036,N/A,N/A,0.000265,0.000085,N/A,0.000000,N/A,0.000000,61.83,58.68,60.40,57.14,38.17,40.65,N/A,N/A,N/A,N/A,39.60,42.62,N/A,N/A,1.25,1.20,N/A,N/A,0.04,0.09,N/A,N/A,0.27,0.22,N/A,0.00,N/A,0.00
2020_00698,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.083033,0.040272,0.056963,0.032665,0.054431,0.028762,0.034756,0.023588,92.80,39.43,65.92,32.08,N/A,3,N/A,0,N/A,97,N/A,100,0.000099,0.000104,0.000100,0.000108,0.050624,0.023182,0.033923,0.018083,0.050722,0.023286,0.034023,0.018191,0.032311,0.016956,N/A,N/A,N/A,N/A,0.022940,0.014474,N/A,N/A,0.000749,0.000402,N/A,N/A,0.000037,0.000036,N/A,N/A,0.000165,0.000075,N/A,0.000000,N/A,0.000000,61.09,57.82,59.73,55.69,38.91,42.11,N/A,N/A,N/A,N/A,40.27,44.31,N/A,N/A,1.31,1.23,N/A,N/A,0.07,0.11,N/A,N/A,0.29,0.23,N/A,0.00,N/A,0.00
2020_00708,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.095732,0.035559,0.067947,0.029455,0.078858,0.027833,0.054259,0.023243,99.80,34.77,81.54,30.65,N/A,2,N/A,2,N/A,98,N/A,98,0.000097,0.000099,0.000092,0.000101,0.058421,0.020416,0.040420,0.016408,0.058518,0.020515,0.040513,0.016509,0.037215,0.014982,N/A,N/A,N/A,N/A,0.027434,0.012912,N/A,N/A,0.000858,0.000349,N/A,N/A,0.000037,0.000033,N/A,N/A,0.000179,0.000063,N/A,0.000000,N/A,0.000000,61.13,57.69,59.62,56.05,38.87,42.13,N/A,N/A,N/A,N/A,40.38,43.84,N/A,N/A,1.26,1.18,N/A,N/A,0.06,0.11,N/A,N/A,0.26,0.22,N/A,0.00,N/A,0.00
2020_00712,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.091024,0.047787,0.058114,0.028850,0.076033,0.043861,0.057714,0.024565,102.64,48.51,71.86,32.40,N/A,16,N/A,3,N/A,84,N/A,97,0.000098,0.000102,0.000097,0.000100,0.055565,0.027682,0.034555,0.016051,0.055662,0.027783,0.034652,0.016150,0.035362,0.019770,N/A,N/A,N/A,N/A,0.023462,0.012668,N/A,N/A,0.000775,0.000355,N/A,N/A,0.000037,0.000029,N/A,N/A,0.000163,0.000064,N/A,0.000000,N/A,0.000000,61.15,58.14,59.63,55.98,38.85,41.37,N/A,N/A,N/A,N/A,40.37,43.91,N/A,N/A,1.33,1.23,N/A,N/A,0.06,0.10,N/A,N/A,0.28,0.22,N/A,0.00,N/A,0.00
2020_00719,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.095547,0.038710,0.052407,0.025461,0.089019,0.032727,0.049884,0.025494,109.25,38.73,63.90,27.09,N/A,6,N/A,3,N/A,94,N/A,97,0.000097,0.000103,0.000096,0.000104,0.058307,0.022239,0.031082,0.013954,0.058404,0.022342,0.031178,0.014059,0.037143,0.016258,N/A,N/A,N/A,N/A,0.021229,0.011345,N/A,N/A,0.000691,0.000314,N/A,N/A,0.000037,0.000032,N/A,N/A,0.000149,0.000061,N/A,0.000000,N/A,0.000000,61.13,57.72,59.49,55.22,38.87,42.00,N/A,N/A,N/A,N/A,40.51,44.56,N/A,N/A,1.32,1.23,N/A,N/A,0.07,0.13,N/A,N/A,0.28,0.24,N/A,0.00,N/A,0.00
2020_00726,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.082595,0.044737,0.058295,0.025645,0.071498,0.042693,0.048035,0.027244,87.36,39.30,63.63,24.31,N/A,3,N/A,1,N/A,97,N/A,99,0.000096,0.000108,0.000102,0.000108,0.050401,0.025895,0.034722,0.014162,0.050497,0.026003,0.034824,0.014270,0.032098,0.018533,N/A,N/A,N/A,N/A,0.023471,0.011375,N/A,N/A,0.000752,0.000312,N/A,N/A,0.000041,0.000038,N/A,N/A,0.000153,0.000054,N/A,0.000000,N/A,0.000000,61.14,58.12,59.74,55.64,38.86,41.43,N/A,N/A,N/A,N/A,40.26,44.36,N/A,N/A,1.29,1.21,N/A,N/A,0.07,0.15,N/A,N/A,0.26,0.21,N/A,0.00,N/A,0.00
2020_00728,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.133180,0.060754,0.065124,0.026367,0.094302,0.049382,0.060768,0.018808,130.45,53.67,66.16,25.39,N/A,12,N/A,0,N/A,88,N/A,100,0.000102,0.000105,0.000107,0.000105,0.081857,0.035391,0.039050,0.014682,0.081960,0.035496,0.039157,0.014787,0.051221,0.024744,N/A,N/A,N/A,N/A,0.025966,0.011580,N/A,N/A,0.000853,0.000309,N/A,N/A,0.000044,0.000040,N/A,N/A,0.000179,0.000052,N/A,0.000000,N/A,0.000000,61.54,58.43,60.13,56.08,38.46,40.73,N/A,N/A,N/A,N/A,39.87,43.92,N/A,N/A,1.31,1.17,N/A,N/A,0.07,0.15,N/A,N/A,0.27,0.20,N/A,0.00,N/A,0.00
2020_00729,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.123016,0.051956,0.077124,0.027501,0.122118,0.048000,0.072574,0.030155,120.23,44.84,80.87,26.46,N/A,11,N/A,3,N/A,89,N/A,97,0.000096,0.000099,0.000095,0.000099,0.075453,0.030268,0.046155,0.015304,0.075548,0.030367,0.046250,0.015402,0.047468,0.021330,N/A,N/A,N/A,N/A,0.030874,0.011944,N/A,N/A,0.000958,0.000306,N/A,N/A,0.000042,0.000033,N/A,N/A,0.000213,0.000057,N/A,0.000000,N/A,0.000000,61.41,58.45,59.97,56.01,38.59,41.05,N/A,N/A,N/A,N/A,40.03,43.43,N/A,N/A,1.24,1.11,N/A,N/A,0.05,0.12,N/A,N/A,0.28,0.21,N/A,0.00,N/A,0.00
2020_00735,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.093831,0.043426,0.088090,0.031361,0.069491,0.040554,0.086930,0.035161,102.57,42.91,102.92,33.53,N/A,9,N/A,3,N/A,91,N/A,97,0.000090,0.000094,0.000090,0.000092,0.057592,0.025169,0.052716,0.017620,0.057682,0.025263,0.052806,0.017712,0.036149,0.017867,N/A,N/A,N/A,N/A,0.035284,0.013603,N/A,N/A,0.001118,0.000373,N/A,N/A,0.000042,0.000032,N/A,N/A,0.000242,0.000072,N/A,0.000000,N/A,0.000000,61.47,58.17,59.95,56.48,38.53,41.14,N/A,N/A,N/A,N/A,40.05,43.38,N/A,N/A,1.27,1.19,N/A,N/A,0.05,0.10,N/A,N/A,0.27,0.23,N/A,0.00,N/A,0.00
2020_00742,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.126234,0.050461,0.055811,0.023124,0.106181,0.059252,0.064312,0.022237,144.61,50.32,69.26,26.03,N/A,14,N/A,3,N/A,86,N/A,97,0.000095,0.000103,0.000098,0.000100,0.076761,0.028903,0.032993,0.012660,0.076856,0.029005,0.033091,0.012760,0.049378,0.020913,N/A,N/A,N/A,N/A,0.022720,0.010265,N/A,N/A,0.000745,0.000280,N/A,N/A,0.000038,0.000032,N/A,N/A,0.000158,0.000049,N/A,0.000000,N/A,0.000000,60.88,57.48,59.29,55.18,39.12,41.44,N/A,N/A,N/A,N/A,40.71,44.39,N/A,N/A,1.33,1.21,N/A,N/A,0.07,0.14,N/A,N/A,0.28,0.21,N/A,0.00,N/A,0.00
2020_00743,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.097013,0.035923,0.060357,0.017354,0.104364,0.035231,0.055886,0.017736,110.75,36.97,75.85,19.63,N/A,5,N/A,0,N/A,95,N/A,100,0.000099,0.000101,0.000097,0.000101,0.058801,0.020475,0.035577,0.009314,0.058900,0.020576,0.035674,0.009414,0.038113,0.015179,N/A,N/A,N/A,N/A,0.024683,0.007940,N/A,N/A,0.000830,0.000208,N/A,N/A,0.000039,0.000030,N/A,N/A,0.000169,0.000037,N/A,0.000000,N/A,0.000000,60.71,57.28,59.11,54.25,39.29,42.25,N/A,N/A,N/A,N/A,40.90,45.75,N/A,N/A,1.37,1.20,N/A,N/A,0.06,0.17,N/A,N/A,0.28,0.21,N/A,0.00,N/A,0.00
2020_00744,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.121262,0.050219,0.071325,0.023869,0.125332,0.047381,0.070690,0.028971,139.84,52.13,87.62,25.16,N/A,13,N/A,1,N/A,87,N/A,99,0.000097,0.000099,0.000098,0.000103,0.073520,0.028919,0.042082,0.013051,0.073617,0.029018,0.042180,0.013153,0.047646,0.020906,N/A,N/A,N/A,N/A,0.029146,0.010645,N/A,N/A,0.000958,0.000296,N/A,N/A,0.000040,0.000035,N/A,N/A,0.000205,0.000055,N/A,0.000000,N/A,0.000000,60.71,57.78,59.14,55.11,39.29,41.63,N/A,N/A,N/A,N/A,40.86,44.60,N/A,N/A,1.34,1.24,N/A,N/A,0.06,0.15,N/A,N/A,0.29,0.23,N/A,0.00,N/A,0.00
2020_00753,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.089081,0.044159,0.093093,0.043494,0.083517,0.037273,0.087829,0.036739,96.61,41.94,111.75,43.24,N/A,8,N/A,6,N/A,92,N/A,94,0.000094,0.000100,0.000092,0.000103,0.054441,0.025356,0.055303,0.024527,0.054535,0.025456,0.055395,0.024630,0.034547,0.018456,N/A,N/A,N/A,N/A,0.037698,0.018777,N/A,N/A,0.001195,0.000539,N/A,N/A,0.000039,0.000035,N/A,N/A,0.000259,0.000103,N/A,0.000000,N/A,0.000000,61.22,57.64,59.51,56.63,38.78,41.79,N/A,N/A,N/A,N/A,40.49,43.17,N/A,N/A,1.28,1.24,N/A,N/A,0.04,0.08,N/A,N/A,0.28,0.24,N/A,0.00,N/A,0.00
2020_00767,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.135295,0.059802,0.123111,0.044144,0.129080,0.054805,0.152999,0.043749,132.68,52.41,125.11,38.88,N/A,13,N/A,7,N/A,87,N/A,93,0.000090,0.000093,0.000093,0.000100,0.083577,0.035089,0.074551,0.025358,0.083666,0.035182,0.074644,0.025458,0.051628,0.024136,N/A,N/A,N/A,N/A,0.048467,0.018563,N/A,N/A,0.001412,0.000483,N/A,N/A,0.000039,0.000034,N/A,N/A,0.000315,0.000093,N/A,0.000000,N/A,0.000000,61.84,58.83,60.63,57.67,38.16,40.36,N/A,N/A,N/A,N/A,39.37,42.05,N/A,N/A,1.15,1.09,N/A,N/A,0.03,0.08,N/A,N/A,0.26,0.21,N/A,0.00,N/A,0.00
2020_00768,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.075235,0.036235,0.064380,0.022709,0.086936,0.041360,0.064340,0.022433,74.96,32.30,70.98,22.73,N/A,6,N/A,0,N/A,94,N/A,100,0.000102,0.000108,0.000099,0.000103,0.046197,0.020757,0.038471,0.012561,0.046299,0.020865,0.038570,0.012664,0.028936,0.015073,N/A,N/A,N/A,N/A,0.025809,0.010044,N/A,N/A,0.000814,0.000268,N/A,N/A,0.000038,0.000033,N/A,N/A,0.000179,0.000048,N/A,0.000000,N/A,0.000000,61.54,57.58,59.91,55.77,38.46,41.60,N/A,N/A,N/A,N/A,40.09,44.23,N/A,N/A,1.26,1.18,N/A,N/A,0.06,0.14,N/A,N/A,0.28,0.21,N/A,0.00,N/A,0.00
2020_00782,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.091382,0.044002,0.062398,0.026744,0.076300,0.032107,0.046805,0.022770,94.67,43.90,74.07,28.66,N/A,5,N/A,2,N/A,95,N/A,98,0.000099,0.000096,0.000094,0.000098,0.055783,0.025388,0.037141,0.014765,0.055883,0.025484,0.037235,0.014863,0.035498,0.018363,N/A,N/A,N/A,N/A,0.025162,0.011742,N/A,N/A,0.000814,0.000320,N/A,N/A,0.000039,0.000032,N/A,N/A,0.000168,0.000055,N/A,0.000000,N/A,0.000000,61.15,57.92,59.67,55.58,38.85,41.73,N/A,N/A,N/A,N/A,40.33,43.90,N/A,N/A,1.30,1.20,N/A,N/A,0.06,0.12,N/A,N/A,0.27,0.21,N/A,0.00,N/A,0.00
2020_00819,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.091043,0.037749,0.066451,0.033129,0.095973,0.035443,0.063354,0.030118,103.74,37.91,84.63,37.24,N/A,7,N/A,8,N/A,93,N/A,92,0.000099,0.000103,0.000096,0.000101,0.055667,0.021496,0.039362,0.018456,0.055766,0.021599,0.039458,0.018558,0.035277,0.015886,N/A,N/A,N/A,N/A,0.026993,0.014414,N/A,N/A,0.000912,0.000425,N/A,N/A,0.000036,0.000033,N/A,N/A,0.000195,0.000081,N/A,0.000000,N/A,0.000000,61.25,57.22,59.38,56.02,38.75,42.08,N/A,N/A,N/A,N/A,40.62,43.51,N/A,N/A,1.37,1.28,N/A,N/A,0.05,0.10,N/A,N/A,0.29,0.24,N/A,0.00,N/A,0.00
2020_00839,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.097684,0.041682,0.053543,0.019518,0.089460,0.037674,0.062829,0.017781,111.62,40.84,65.56,20.46,N/A,6,N/A,0,N/A,94,N/A,100,0.000095,0.000107,0.000099,0.000103,0.059413,0.023952,0.031727,0.010616,0.059508,0.024058,0.031826,0.010719,0.038176,0.017364,N/A,N/A,N/A,N/A,0.021717,0.008798,N/A,N/A,0.000699,0.000231,N/A,N/A,0.000040,0.000032,N/A,N/A,0.000153,0.000041,N/A,0.000000,N/A,0.000000,60.92,57.72,59.44,54.92,39.08,41.66,N/A,N/A,N/A,N/A,40.56,45.08,N/A,N/A,1.31,1.18,N/A,N/A,0.07,0.17,N/A,N/A,0.29,0.21,N/A,0.00,N/A,0.00
2020_00847,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.101383,0.041192,0.102301,0.036462,0.074783,0.042266,0.107115,0.028747,108.11,39.07,116.12,36.74,N/A,10,N/A,5,N/A,90,N/A,95,0.000088,0.000094,0.000091,0.000096,0.062656,0.024011,0.061513,0.020717,0.062744,0.024104,0.061603,0.020813,0.038639,0.016941,N/A,N/A,N/A,N/A,0.040698,0.015547,N/A,N/A,0.001247,0.000413,N/A,N/A,0.000041,0.000034,N/A,N/A,0.000278,0.000079,N/A,0.000000,N/A,0.000000,61.89,58.52,60.22,57.08,38.11,41.13,N/A,N/A,N/A,N/A,39.78,42.64,N/A,N/A,1.22,1.13,N/A,N/A,0.04,0.09,N/A,N/A,0.27,0.22,N/A,0.00,N/A,0.00
2020_00860,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.087077,0.042141,0.073216,0.032665,0.078418,0.031609,0.047371,0.028260,96.69,40.76,84.64,34.61,N/A,5,N/A,3,N/A,95,N/A,97,0.000090,0.000097,0.000092,0.000093,0.053164,0.024360,0.043870,0.018281,0.053254,0.024457,0.043962,0.018375,0.033823,0.017557,N/A,N/A,N/A,N/A,0.029254,0.014161,N/A,N/A,0.000927,0.000384,N/A,N/A,0.000039,0.000032,N/A,N/A,0.000202,0.000072,N/A,0.000000,N/A,0.000000,61.16,58.04,60.04,56.25,38.84,41.66,N/A,N/A,N/A,N/A,39.96,43.35,N/A,N/A,1.27,1.18,N/A,N/A,0.05,0.10,N/A,N/A,0.28,0.22,N/A,0.00,N/A,0.00
2020_00861,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.088925,0.036815,0.071009,0.028740,0.063389,0.035570,0.074133,0.024359,103.33,38.16,90.42,31.48,N/A,5,N/A,4,N/A,95,N/A,96,0.000094,0.000099,0.000092,0.000099,0.054042,0.021102,0.042093,0.015936,0.054136,0.021201,0.042186,0.016036,0.034790,0.015520,N/A,N/A,N/A,N/A,0.028824,0.012653,N/A,N/A,0.000927,0.000346,N/A,N/A,0.000036,0.000030,N/A,N/A,0.000198,0.000065,N/A,0.000000,N/A,0.000000,60.88,57.59,59.41,55.80,39.12,42.16,N/A,N/A,N/A,N/A,40.59,44.03,N/A,N/A,1.31,1.20,N/A,N/A,0.05,0.11,N/A,N/A,0.28,0.23,N/A,0.00,N/A,0.00
2020_00869,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.132064,0.049349,0.132395,0.053160,0.106273,0.051019,0.138235,0.062090,137.71,44.48,149.45,51.71,N/A,10,N/A,19,N/A,90,N/A,81,0.000080,0.000087,0.000081,0.000087,0.081847,0.028949,0.079955,0.030420,0.081927,0.029036,0.080036,0.030507,0.050137,0.019953,N/A,N/A,N/A,N/A,0.052358,0.022083,N/A,N/A,0.001574,0.000602,N/A,N/A,0.000042,0.000038,N/A,N/A,0.000349,0.000114,N/A,0.000000,N/A,0.000000,62.04,58.84,60.45,57.39,37.96,40.43,N/A,N/A,N/A,N/A,39.55,41.54,N/A,N/A,1.19,1.13,N/A,N/A,0.03,0.07,N/A,N/A,0.26,0.21,N/A,0.00,N/A,0.00
2020_00875,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.092122,0.045941,0.081802,0.031804,0.090463,0.037756,0.078833,0.028374,97.50,43.09,95.51,32.43,N/A,5,N/A,3,N/A,95,N/A,97,0.000085,0.000087,0.000082,0.000087,0.056684,0.026732,0.049026,0.017927,0.056769,0.026819,0.049108,0.018014,0.035353,0.018909,N/A,N/A,N/A,N/A,0.032694,0.013738,N/A,N/A,0.001004,0.000365,N/A,N/A,0.000038,0.000037,N/A,N/A,0.000215,0.000060,N/A,0.000000,N/A,0.000000,61.62,58.38,60.03,56.64,38.38,41.16,N/A,N/A,N/A,N/A,39.97,43.20,N/A,N/A,1.23,1.15,N/A,N/A,0.05,0.11,N/A,N/A,0.26,0.19,N/A,0.00,N/A,0.00
2020_00885,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.109985,0.059122,0.153319,0.071142,0.092916,0.047756,0.158570,0.062904,113.51,51.62,154.46,65.65,N/A,7,N/A,21,N/A,93,N/A,79,0.000089,0.000098,0.000101,0.000098,0.067710,0.034607,0.092081,0.040844,0.067799,0.034704,0.092182,0.040942,0.042186,0.023917,N/A,N/A,N/A,N/A,0.061137,0.029534,N/A,N/A,0.001927,0.000852,N/A,N/A,0.000045,0.000034,N/A,N/A,0.000470,0.000172,N/A,0.000000,N/A,0.000000,61.64,58.70,60.12,57.55,38.36,40.45,N/A,N/A,N/A,N/A,39.88,41.51,N/A,N/A,1.26,1.20,N/A,N/A,0.03,0.05,N/A,N/A,0.31,0.24,N/A,0.00,N/A,0.00
