puzzle_size,nAnts_alg0,nAnts_alg2,nAnts_alg3,nAnts_alg4,threads_alg0,threads_alg2,threads_alg3,threads_alg4,numcolonies_alg0,numcolonies_alg2,numcolonies_alg3,numcolonies_alg4,numacs_alg0,numacs_alg2,numacs_alg3,numacs_alg4,q0_alg0,q0_alg2,q0_alg3,q0_alg4,rho_alg0,rho_alg2,rho_alg3,rho_alg4,bve_alg0,bve_alg2,bve_alg3,bve_alg4,timeout_alg0,timeout_alg2,timeout_alg3,timeout_alg4,success_rate_alg0,success_rate_alg2,success_rate_alg3,success_rate_alg4,time_mean_alg0,time_mean_alg2,time_mean_alg3,time_mean_alg4,time_std_alg0,time_std_alg2,time_std_alg3,time_std_alg4,iter_mean_alg0,iter_mean_alg2,iter_mean_alg3,iter_mean_alg4,with_comm_alg0,with_comm_alg2,with_comm_alg3,with_comm_alg4,without_comm_alg0,without_comm_alg2,without_comm_alg3,without_comm_alg4,cp_initial_mean_alg0,cp_initial_mean_alg2,cp_initial_mean_alg3,cp_initial_mean_alg4,cp_ant_mean_alg0,cp_ant_mean_alg2,cp_ant_mean_alg3,cp_ant_mean_alg4,cp_total_mean_alg0,cp_total_mean_alg2,cp_total_mean_alg3,cp_total_mean_alg4,acs_time_mean_alg0,acs_time_mean_alg2,acs_time_mean_alg3,acs_time_mean_alg4,dcm_aco_time_mean_alg0,dcm_aco_time_mean_alg2,dcm_aco_time_mean_alg3,dcm_aco_time_mean_alg4,coop_game_mean_alg0,coop_game_mean_alg2,coop_game_mean_alg3,coop_game_mean_alg4,pheromone_fusion_mean_alg0,pheromone_fusion_mean_alg2,pheromone_fusion_mean_alg3,pheromone_fusion_mean_alg4,public_path_mean_alg0,public_path_mean_alg2,public_path_mean_alg3,public_path_mean_alg4,communication_time_mean_alg0,communication_time_mean_alg2,communication_time_mean_alg3,communication_time_mean_alg4,cp_percentage_alg0,cp_percentage_alg2,cp_percentage_alg3,cp_percentage_alg4,acs_time_percentage_alg0,acs_time_percentage_alg2,acs_time_percentage_alg3,acs_time_percentage_alg4,dcm_aco_time_percentage_alg0,dcm_aco_time_percentage_alg2,dcm_aco_time_percentage_alg3,dcm_aco_time_percentage_alg4,coop_game_percentage_alg0,coop_game_percentage_alg2,coop_game_percentage_alg3,coop_game_percentage_alg4,pheromone_fusion_percentage_alg0,pheromone_fusion_percentage_alg2,pheromone_fusion_percentage_alg3,pheromone_fusion_percentage_alg4,public_path_percentage_alg0,public_path_percentage_alg2,public_path_percentage_alg3,public_path_percentage_alg4,communication_time_percentage_alg0,communication_time_percentage_alg2,communication_time_percentage_alg3,communication_time_percentage_alg4
2020_00340,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.204817,0.096395,0.177295,0.064846,0.211943,0.101565,0.184673,0.078317,220.01,90.50,207.10,67.24,N/A,32,N/A,15,N/A,68,N/A,85,0.000087,0.000090,0.000086,0.000090,0.124448,0.056076,0.105284,0.036810,0.124535,0.056167,0.105370,0.036900,0.080282,0.038929,N/A,N/A,N/A,N/A,0.071925,0.027353,N/A,N/A,0.002112,0.000736,N/A,N/A,0.000038,0.000034,N/A,N/A,0.000458,0.000146,N/A,0.000000,N/A,0.000000,60.80,58.27,59.43,56.90,39.20,40.38,N/A,N/A,N/A,N/A,40.57,42.18,N/A,N/A,1.19,1.14,N/A,N/A,0.02,0.05,N/A,N/A,0.26,0.22,N/A,0.00,N/A,0.00
2020_00341,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.209875,0.088955,0.211628,0.061171,0.250965,0.084375,0.195403,0.053113,212.58,77.83,218.87,55.12,N/A,26,N/A,16,N/A,74,N/A,84,0.000085,0.000089,0.000090,0.000096,0.129268,0.052176,0.127091,0.035014,0.129353,0.052265,0.127181,0.035110,0.080522,0.035656,N/A,N/A,N/A,N/A,0.084447,0.025546,N/A,N/A,0.002389,0.000662,N/A,N/A,0.000041,0.000035,N/A,N/A,0.000516,0.000127,N/A,0.000000,N/A,0.000000,61.63,58.75,60.10,57.40,38.37,40.08,N/A,N/A,N/A,N/A,39.90,41.76,N/A,N/A,1.13,1.08,N/A,N/A,0.02,0.06,N/A,N/A,0.24,0.21,N/A,0.00,N/A,0.00
2020_00357,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.074179,0.027113,0.056275,0.023676,0.065468,0.023524,0.059254,0.023924,94.09,32.26,81.58,29.56,N/A,2,N/A,5,N/A,98,N/A,95,0.000110,0.000110,0.000105,0.000111,0.044614,0.015171,0.032800,0.012858,0.044724,0.015281,0.032904,0.012969,0.029455,0.011735,N/A,N/A,N/A,N/A,0.023370,0.010663,N/A,N/A,0.000842,0.000324,N/A,N/A,0.000038,0.000034,N/A,N/A,0.000175,0.000060,N/A,0.000000,N/A,0.000000,60.29,56.36,58.47,54.78,39.71,43.28,N/A,N/A,N/A,N/A,41.53,45.04,N/A,N/A,1.50,1.37,N/A,N/A,0.07,0.14,N/A,N/A,0.31,0.25,N/A,0.00,N/A,0.00
2020_00358,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.071706,0.028859,0.064708,0.020087,0.062358,0.030270,0.059563,0.019472,89.51,32.00,87.26,22.89,N/A,4,N/A,1,N/A,96,N/A,99,0.000106,0.000107,0.000102,0.000109,0.043258,0.016293,0.037841,0.010611,0.043364,0.016400,0.037943,0.010720,0.028342,0.012404,N/A,N/A,N/A,N/A,0.026766,0.009311,N/A,N/A,0.000916,0.000255,N/A,N/A,0.000037,0.000033,N/A,N/A,0.000198,0.000045,N/A,0.000000,N/A,0.000000,60.48,56.83,58.64,53.37,39.52,42.98,N/A,N/A,N/A,N/A,41.36,46.35,N/A,N/A,1.41,1.27,N/A,N/A,0.06,0.17,N/A,N/A,0.31,0.23,N/A,0.00,N/A,0.00
2020_00361,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.078943,0.038677,0.061808,0.029698,0.064628,0.030811,0.056472,0.024547,90.50,32.70,68.64,25.76,N/A,1,N/A,1,N/A,99,N/A,99,0.000098,0.000119,0.000108,0.000128,0.048434,0.022434,0.036935,0.016379,0.048532,0.022553,0.037043,0.016507,0.030412,0.016052,N/A,N/A,N/A,N/A,0.024765,0.013142,N/A,N/A,0.000839,0.000381,N/A,N/A,0.000044,0.000043,N/A,N/A,0.000194,0.000072,N/A,0.000000,N/A,0.000000,61.48,58.31,59.93,55.58,38.52,41.50,N/A,N/A,N/A,N/A,40.07,44.25,N/A,N/A,1.36,1.28,N/A,N/A,0.07,0.14,N/A,N/A,0.31,0.24,N/A,0.00,N/A,0.00
2020_00363,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.074488,0.040180,0.050995,0.020371,0.061051,0.033283,0.051692,0.018974,91.79,45.87,69.64,24.94,N/A,7,N/A,3,N/A,93,N/A,97,0.000106,0.000108,0.000102,0.000107,0.044808,0.022755,0.029800,0.010946,0.044914,0.022863,0.029902,0.011053,0.029574,0.017111,N/A,N/A,N/A,N/A,0.021094,0.009223,N/A,N/A,0.000719,0.000261,N/A,N/A,0.000036,0.000031,N/A,N/A,0.000157,0.000046,N/A,0.000000,N/A,0.000000,60.30,56.90,58.64,54.26,39.70,42.59,N/A,N/A,N/A,N/A,41.36,45.27,N/A,N/A,1.41,1.28,N/A,N/A,0.07,0.15,N/A,N/A,0.31,0.23,N/A,0.00,N/A,0.00
2020_00374,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.066300,0.036370,0.055411,0.019514,0.054489,0.026883,0.051236,0.015132,79.71,39.48,71.94,22.76,N/A,2,N/A,0,N/A,98,N/A,100,0.000099,0.000103,0.000101,0.000103,0.040123,0.020763,0.032580,0.010584,0.040222,0.020866,0.032681,0.010686,0.026078,0.015463,N/A,N/A,N/A,N/A,0.022730,0.008828,N/A,N/A,0.000734,0.000233,N/A,N/A,0.000037,0.000033,N/A,N/A,0.000155,0.000039,N/A,0.000000,N/A,0.000000,60.67,57.37,58.98,54.76,39.33,42.52,N/A,N/A,N/A,N/A,41.02,45.24,N/A,N/A,1.32,1.19,N/A,N/A,0.07,0.17,N/A,N/A,0.28,0.20,N/A,0.00,N/A,0.00
2020_00376,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.083133,0.028260,0.060891,0.019183,0.095878,0.027556,0.064441,0.016415,107.41,32.12,83.78,23.70,N/A,3,N/A,1,N/A,97,N/A,99,0.000101,0.000107,0.000103,0.000104,0.050020,0.015950,0.035678,0.010369,0.050121,0.016057,0.035780,0.010473,0.033013,0.012199,N/A,N/A,N/A,N/A,0.025111,0.008711,N/A,N/A,0.000858,0.000244,N/A,N/A,0.000036,0.000032,N/A,N/A,0.000179,0.000042,N/A,0.000000,N/A,0.000000,60.29,56.82,58.76,54.59,39.71,43.17,N/A,N/A,N/A,N/A,41.24,45.41,N/A,N/A,1.41,1.27,N/A,N/A,0.06,0.17,N/A,N/A,0.29,0.22,N/A,0.00,N/A,0.00
2020_00403,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.069128,0.033206,0.062843,0.024285,0.068218,0.027153,0.054718,0.020487,82.17,35.47,80.59,27.56,N/A,3,N/A,3,N/A,97,N/A,97,0.000096,0.000099,0.000095,0.000099,0.042312,0.019080,0.037451,0.013418,0.042408,0.019180,0.037546,0.013517,0.026720,0.013912,N/A,N/A,N/A,N/A,0.025297,0.010707,N/A,N/A,0.000816,0.000288,N/A,N/A,0.000036,0.000031,N/A,N/A,0.000174,0.000053,N/A,0.000000,N/A,0.000000,61.35,57.76,59.75,55.66,38.65,41.89,N/A,N/A,N/A,N/A,40.25,44.09,N/A,N/A,1.30,1.19,N/A,N/A,0.06,0.13,N/A,N/A,0.28,0.22,N/A,0.00,N/A,0.00
2020_00427,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.081958,0.033041,0.097859,0.038556,0.075601,0.030339,0.097134,0.033178,113.95,39.96,146.90,51.10,N/A,11,N/A,12,N/A,89,N/A,88,0.000102,0.000109,0.000103,0.000108,0.049173,0.018540,0.056827,0.021187,0.049275,0.018649,0.056930,0.021295,0.032682,0.014197,N/A,N/A,N/A,N/A,0.040929,0.017138,N/A,N/A,0.001489,0.000554,N/A,N/A,0.000037,0.000033,N/A,N/A,0.000319,0.000107,N/A,0.000000,N/A,0.000000,60.12,56.44,58.18,55.23,39.88,42.97,N/A,N/A,N/A,N/A,41.82,44.45,N/A,N/A,1.52,1.44,N/A,N/A,0.04,0.09,N/A,N/A,0.33,0.28,N/A,0.00,N/A,0.00
2020_00429,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.096886,0.039089,0.108971,0.038901,0.079167,0.037565,0.098628,0.040117,124.66,42.50,155.24,48.14,N/A,10,N/A,14,N/A,90,N/A,86,0.000102,0.000113,0.000101,0.000108,0.058527,0.022188,0.063826,0.021532,0.058629,0.022301,0.063927,0.021639,0.038257,0.016516,N/A,N/A,N/A,N/A,0.045044,0.017029,N/A,N/A,0.001559,0.000523,N/A,N/A,0.000038,0.000030,N/A,N/A,0.000327,0.000098,N/A,0.000000,N/A,0.000000,60.51,57.05,58.66,55.63,39.49,42.25,N/A,N/A,N/A,N/A,41.34,43.78,N/A,N/A,1.43,1.35,N/A,N/A,0.03,0.08,N/A,N/A,0.30,0.25,N/A,0.00,N/A,0.00
2020_00439,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.163858,0.086498,0.177333,0.072746,0.174751,0.086206,0.188619,0.064331,183.69,82.69,211.80,75.28,N/A,29,N/A,24,N/A,71,N/A,76,0.000092,0.000096,0.000091,0.000097,0.099690,0.050040,0.105297,0.041357,0.099781,0.050136,0.105388,0.041455,0.064076,0.035025,N/A,N/A,N/A,N/A,0.071945,0.030783,N/A,N/A,0.002178,0.000870,N/A,N/A,0.000037,0.000035,N/A,N/A,0.000469,0.000172,N/A,0.000000,N/A,0.000000,60.90,57.96,59.43,56.99,39.10,40.49,N/A,N/A,N/A,N/A,40.57,42.32,N/A,N/A,1.23,1.20,N/A,N/A,0.02,0.05,N/A,N/A,0.26,0.24,N/A,0.00,N/A,0.00
2020_00454,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.093369,0.039564,0.074917,0.029982,0.084715,0.032482,0.072955,0.025955,115.06,43.45,99.24,34.97,N/A,7,N/A,4,N/A,93,N/A,96,0.000102,0.000108,0.000105,0.000108,0.056240,0.022448,0.043909,0.016481,0.056342,0.022556,0.044014,0.016589,0.037028,0.016747,N/A,N/A,N/A,N/A,0.030903,0.013316,N/A,N/A,0.001028,0.000382,N/A,N/A,0.000039,0.000033,N/A,N/A,0.000220,0.000072,N/A,0.000000,N/A,0.000000,60.34,57.01,58.75,55.33,39.66,42.33,N/A,N/A,N/A,N/A,41.25,44.41,N/A,N/A,1.37,1.27,N/A,N/A,0.05,0.11,N/A,N/A,0.29,0.24,N/A,0.00,N/A,0.00
2020_00466,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.175572,0.066156,0.161986,0.082947,0.149156,0.065157,0.155233,0.078195,215.25,68.73,208.16,77.84,N/A,19,N/A,29,N/A,81,N/A,71,0.000102,0.000105,0.000098,0.000125,0.106316,0.037852,0.095385,0.046176,0.106418,0.037958,0.095483,0.046301,0.069153,0.027284,N/A,N/A,N/A,N/A,0.066503,0.035006,N/A,N/A,0.002211,0.001110,N/A,N/A,0.000042,0.000039,N/A,N/A,0.000488,0.000228,N/A,0.000000,N/A,0.000000,60.61,57.38,58.95,55.82,39.39,41.24,N/A,N/A,N/A,N/A,41.05,42.20,N/A,N/A,1.36,1.34,N/A,N/A,0.03,0.05,N/A,N/A,0.30,0.27,N/A,0.00,N/A,0.00
2020_00472,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.129620,0.039581,0.099480,0.051011,0.109876,0.030925,0.080482,0.058297,136.42,39.73,114.38,52.21,N/A,6,N/A,13,N/A,94,N/A,87,0.000098,0.000096,0.000099,0.000102,0.079715,0.022901,0.059529,0.028871,0.079813,0.022998,0.059627,0.028972,0.049807,0.016358,N/A,N/A,N/A,N/A,0.039853,0.021551,N/A,N/A,0.001296,0.000631,N/A,N/A,0.000047,0.000040,N/A,N/A,0.000280,0.000117,N/A,0.000000,N/A,0.000000,61.57,58.10,59.94,56.80,38.43,41.33,N/A,N/A,N/A,N/A,40.06,42.25,N/A,N/A,1.30,1.24,N/A,N/A,0.05,0.08,N/A,N/A,0.28,0.23,N/A,0.00,N/A,0.00
2020_00483,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.064620,0.036636,0.050525,0.022437,0.051356,0.031308,0.045958,0.017483,73.59,37.26,65.35,26.25,N/A,3,N/A,0,N/A,97,N/A,100,0.000116,0.000118,0.000108,0.000112,0.039173,0.020874,0.029587,0.012176,0.039289,0.020991,0.029696,0.012288,0.025331,0.015572,N/A,N/A,N/A,N/A,0.020829,0.010149,N/A,N/A,0.000725,0.000293,N/A,N/A,0.000036,0.000031,N/A,N/A,0.000169,0.000053,N/A,0.000000,N/A,0.000000,60.80,57.30,58.77,54.77,39.20,42.51,N/A,N/A,N/A,N/A,41.23,45.23,N/A,N/A,1.43,1.31,N/A,N/A,0.07,0.14,N/A,N/A,0.33,0.24,N/A,0.00,N/A,0.00
2020_00490,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.161754,0.059608,0.137114,0.062430,0.132653,0.041957,0.127941,0.062286,160.89,55.67,153.73,62.29,N/A,13,N/A,18,N/A,87,N/A,82,0.000096,0.000097,0.000095,0.000097,0.098596,0.034630,0.081359,0.035366,0.098692,0.034727,0.081454,0.035463,0.063063,0.024666,N/A,N/A,N/A,N/A,0.055660,0.026421,N/A,N/A,0.001668,0.000733,N/A,N/A,0.000039,0.000036,N/A,N/A,0.000368,0.000142,N/A,0.000000,N/A,0.000000,61.01,58.26,59.41,56.80,38.99,41.38,N/A,N/A,N/A,N/A,40.59,42.32,N/A,N/A,1.22,1.17,N/A,N/A,0.03,0.06,N/A,N/A,0.27,0.23,N/A,0.00,N/A,0.00
2020_00491,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.122121,0.054098,0.140313,0.048933,0.103379,0.040437,0.128606,0.039550,133.80,51.63,170.17,52.38,N/A,10,N/A,13,N/A,90,N/A,87,0.000097,0.000104,0.000097,0.000100,0.074506,0.031155,0.083276,0.027588,0.074603,0.031259,0.083373,0.027687,0.047518,0.022324,N/A,N/A,N/A,N/A,0.056940,0.020886,N/A,N/A,0.001769,0.000594,N/A,N/A,0.000039,0.000034,N/A,N/A,0.000382,0.000112,N/A,0.000000,N/A,0.000000,61.09,57.78,59.42,56.58,38.91,41.27,N/A,N/A,N/A,N/A,40.58,42.68,N/A,N/A,1.26,1.21,N/A,N/A,0.03,0.07,N/A,N/A,0.27,0.23,N/A,0.00,N/A,0.00
2020_00493,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.082865,0.040800,0.095350,0.037641,0.082333,0.036949,0.092357,0.031773,96.33,41.00,120.69,42.13,N/A,7,N/A,8,N/A,93,N/A,92,0.000099,0.000109,0.000100,0.000104,0.049700,0.023076,0.055657,0.020675,0.049799,0.023185,0.055757,0.020779,0.033066,0.017396,N/A,N/A,N/A,N/A,0.039592,0.016593,N/A,N/A,0.001294,0.000480,N/A,N/A,0.000036,0.000032,N/A,N/A,0.000283,0.000091,N/A,0.000000,N/A,0.000000,60.10,56.83,58.48,55.20,39.90,42.64,N/A,N/A,N/A,N/A,41.52,44.08,N/A,N/A,1.36,1.28,N/A,N/A,0.04,0.08,N/A,N/A,0.30,0.24,N/A,0.00,N/A,0.00
2020_00495,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.074187,0.038934,0.094154,0.039403,0.067817,0.031116,0.074774,0.041504,87.43,41.29,120.34,43.53,N/A,5,N/A,11,N/A,95,N/A,89,0.000098,0.000103,0.000099,0.000106,0.044501,0.021982,0.054893,0.021659,0.044598,0.022085,0.054993,0.021765,0.029589,0.016769,N/A,N/A,N/A,N/A,0.039162,0.017332,N/A,N/A,0.001277,0.000507,N/A,N/A,0.000039,0.000033,N/A,N/A,0.000278,0.000098,N/A,0.000000,N/A,0.000000,60.12,56.72,58.41,55.24,39.88,43.07,N/A,N/A,N/A,N/A,41.59,43.99,N/A,N/A,1.36,1.29,N/A,N/A,0.04,0.08,N/A,N/A,0.30,0.25,N/A,0.00,N/A,0.00
2020_00504,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.122986,0.057655,0.103745,0.031653,0.123372,0.049761,0.094715,0.035209,120.92,53.10,117.89,31.85,N/A,14,N/A,8,N/A,86,N/A,92,0.000106,0.000106,0.000101,0.000107,0.074442,0.033250,0.061152,0.017538,0.074547,0.033356,0.061253,0.017646,0.048439,0.024036,N/A,N/A,N/A,N/A,0.042492,0.013939,N/A,N/A,0.001293,0.000365,N/A,N/A,0.000041,0.000033,N/A,N/A,0.000286,0.000068,N/A,0.000000,N/A,0.000000,60.61,57.86,59.04,55.75,39.39,41.69,N/A,N/A,N/A,N/A,40.96,44.04,N/A,N/A,1.25,1.15,N/A,N/A,0.04,0.11,N/A,N/A,0.28,0.22,N/A,0.00,N/A,0.00
2020_00524,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.086257,0.049643,0.069658,0.028977,0.063251,0.050293,0.062217,0.025681,89.39,42.59,81.57,30.44,N/A,7,N/A,1,N/A,93,N/A,99,0.000103,0.000110,0.000097,0.000101,0.052923,0.028730,0.041651,0.016197,0.053026,0.028840,0.041748,0.016298,0.033231,0.020519,N/A,N/A,N/A,N/A,0.027909,0.012678,N/A,N/A,0.000877,0.000339,N/A,N/A,0.000042,0.000035,N/A,N/A,0.000189,0.000062,N/A,0.000000,N/A,0.000000,61.47,58.09,59.93,56.25,38.53,41.33,N/A,N/A,N/A,N/A,40.07,43.75,N/A,N/A,1.26,1.17,N/A,N/A,0.06,0.12,N/A,N/A,0.27,0.21,N/A,0.00,N/A,0.00
2020_00570,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.106590,0.038099,0.083208,0.040606,0.088117,0.035571,0.062774,0.033688,108.29,34.45,90.14,38.92,N/A,2,N/A,3,N/A,98,N/A,97,0.000086,0.000090,0.000089,0.000096,0.065330,0.022006,0.049800,0.023002,0.065415,0.022096,0.049890,0.023098,0.041175,0.015919,N/A,N/A,N/A,N/A,0.033318,0.017358,N/A,N/A,0.000986,0.000458,N/A,N/A,0.000046,0.000039,N/A,N/A,0.000213,0.000081,N/A,0.000000,N/A,0.000000,61.37,57.99,59.96,56.88,38.63,41.78,N/A,N/A,N/A,N/A,40.04,42.75,N/A,N/A,1.18,1.13,N/A,N/A,0.05,0.10,N/A,N/A,0.26,0.20,N/A,0.00,N/A,0.00
2020_00574,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.099143,0.046006,0.103671,0.039202,0.075239,0.043809,0.107223,0.041562,99.62,39.28,114.35,38.38,N/A,6,N/A,8,N/A,94,N/A,92,0.000082,0.000090,0.000083,0.000088,0.060709,0.026646,0.061895,0.022010,0.060792,0.026736,0.061978,0.022098,0.038351,0.019094,N/A,N/A,N/A,N/A,0.041694,0.016895,N/A,N/A,0.001252,0.000437,N/A,N/A,0.000040,0.000033,N/A,N/A,0.000260,0.000079,N/A,0.000000,N/A,0.000000,61.32,58.11,59.78,56.37,38.68,41.50,N/A,N/A,N/A,N/A,40.22,43.10,N/A,N/A,1.21,1.11,N/A,N/A,0.04,0.08,N/A,N/A,0.25,0.20,N/A,0.00,N/A,0.00
2020_00599,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.163078,0.059226,0.132122,0.049807,0.163767,0.061294,0.138345,0.042709,184.23,61.16,158.81,47.42,N/A,18,N/A,12,N/A,82,N/A,88,0.000096,0.000097,0.000099,0.000113,0.098505,0.033865,0.077780,0.027882,0.098600,0.033962,0.077878,0.027995,0.064478,0.024646,N/A,N/A,N/A,N/A,0.054243,0.021368,N/A,N/A,0.001742,0.000633,N/A,N/A,0.000041,0.000037,N/A,N/A,0.000379,0.000116,N/A,0.000000,N/A,0.000000,60.46,57.34,58.94,56.21,39.54,41.61,N/A,N/A,N/A,N/A,41.06,42.90,N/A,N/A,1.32,1.27,N/A,N/A,0.03,0.07,N/A,N/A,0.29,0.23,N/A,0.00,N/A,0.00
