puzzle_size,nAnts_alg4,threads_alg4,numcolonies_alg4,numacs_alg4,q0_alg4,rho_alg4,bve_alg4,timeout_alg4,success_rate_alg4,time_mean_alg4,time_std_alg4,iter_mean_alg4,with_comm_alg4,without_comm_alg4,cp_initial_mean_alg4,cp_ant_mean_alg4,cp_total_mean_alg4,acs_time_mean_alg4,dcm_aco_time_mean_alg4,coop_game_mean_alg4,pheromone_fusion_mean_alg4,public_path_mean_alg4,communication_time_mean_alg4,cp_percentage_alg4,acs_time_percentage_alg4,dcm_aco_time_percentage_alg4,coop_game_percentage_alg4,pheromone_fusion_percentage_alg4,public_path_percentage_alg4,communication_time_percentage_alg4
inst25x25_40_10,3,3,3,2,0.5,0.9,0.005,120,100,8.551192,7.651333,233.63,77,23,0.005327,5.547997,5.553324,N/A,2.929771,0.004876,0.000008,0.007723,0.068096,64.94,N/A,34.26,0.06,0,0.09,0.8
inst25x25_40_30,3,3,3,2,0.5,0.9,0.005,120,87,21.032836,21.567491,559.09,80,7,0.005364,9.74392,9.749283,N/A,11.049419,0.012051,0.000015,0.019172,0.234133,46.35,N/A,52.53,0.06,0,0.09,1.11
inst25x25_40_50,3,3,3,2,0.5,0.9,0.005,120,74,23.703464,22.731173,584.39,69,5,0.005119,10.641924,10.647043,N/A,12.56536,0.015542,0.000014,0.027482,0.491061,44.92,N/A,53.01,0.07,0,0.12,2.07
inst25x25_40_57,3,3,3,2,0.5,0.9,0.005,120,92,19.515857,19.74735,470.64,84,8,0.005151,9.75829,9.763442,N/A,9.405634,0.012634,0.000012,0.022683,0.346782,50.03,N/A,48.19,0.06,0,0.12,1.78
inst25x25_40_62,3,3,3,2,0.5,0.9,0.005,120,71,30.194566,25.041931,760.8,69,2,0.005004,12.719744,12.724748,N/A,16.872977,0.020641,0.000023,0.035186,0.596841,42.14,N/A,55.88,0.07,0,0.12,1.98
inst25x25_40_79,3,3,3,2,0.5,0.9,0.005,120,96,21.299788,20.592233,522,89,7,0.005112,10.085981,10.091093,N/A,10.935556,0.014174,0.000016,0.023757,0.27314,47.38,N/A,51.34,0.07,0,0.11,1.28
inst25x25_40_80,3,3,3,2,0.5,0.9,0.005,120,98,14.676666,10.934425,299.1,83,15,0.006739,9.524878,9.531618,N/A,4.961425,0.009595,0.000013,0.015318,0.183624,64.94,N/A,33.8,0.07,0,0.1,1.25
inst25x25_40_89,3,3,3,2,0.5,0.9,0.005,120,100,11.862592,9.859478,289.52,85,15,0.005622,7.816952,7.822574,N/A,3.940845,0.008186,0.000006,0.014193,0.099172,65.94,N/A,33.22,0.07,0,0.12,0.84
inst25x25_40_9,3,3,3,2,0.5,0.9,0.005,120,97,17.580195,17.608801,502.94,89,8,0.005312,8.831453,8.836766,N/A,8.54833,0.010265,0.000013,0.015669,0.195099,50.27,N/A,48.62,0.06,0,0.09,1.11
inst25x25_40_99,3,3,3,2,0.5,0.9,0.005,120,99,13.798326,12.701727,349.81,89,10,0.005233,8.186693,8.191926,N/A,5.388757,0.009286,0.000007,0.016113,0.217644,59.37,N/A,39.05,0.07,0,0.12,1.58
inst25x25_45_1,3,3,3,2,0.5,0.9,0.005,120,92,33.434238,25.272395,1331.86,91,1,0.006046,12.666688,12.672734,N/A,20.163185,0.027434,0.000068,0.039684,0.59832,37.9,N/A,60.31,0.08,0,0.12,1.79
inst25x25_45_11,3,3,3,2,0.5,0.9,0.005,120,100,12.617134,11.097497,392.69,89,11,0.007419,8.011222,8.018641,N/A,4.375376,0.0123,0.000032,0.018536,0.223118,63.55,N/A,34.68,0.1,0,0.15,1.77
inst25x25_45_14,3,3,3,2,0.5,0.9,0.005,120,100,5.631557,4.583659,126.05,50,50,0.010264,4.231252,4.241516,N/A,1.327154,0.005263,0.000018,0.007858,0.062887,75.32,N/A,23.57,0.09,0,0.14,1.12
inst25x25_45_15,3,3,3,2,0.5,0.9,0.005,120,93,30.999788,27.163166,1128.95,90,3,0.005617,11.697832,11.703449,N/A,18.377502,0.029162,0.000048,0.048956,0.918838,37.75,N/A,59.28,0.09,0,0.16,2.96
inst25x25_45_16,3,3,3,2,0.5,0.9,0.005,120,100,9.831906,7.895655,343,89,11,0.006216,6.384658,6.390874,N/A,3.292788,0.009047,0.000039,0.015552,0.148245,65,N/A,33.49,0.09,0,0.16,1.51
inst25x25_45_17,3,3,3,2,0.5,0.9,0.005,120,98,21.526585,22.068461,695.93,87,11,0.006162,9.673678,9.67984,N/A,11.465503,0.019788,0.000027,0.035794,0.381242,44.97,N/A,53.26,0.09,0,0.17,1.77
