puzzle_size,nAnts_alg4,threads_alg4,numcolonies_alg4,numacs_alg4,q0_alg4,rho_alg4,bve_alg4,timeout_alg4,success_rate_alg4,time_mean_alg4,time_std_alg4,iter_mean_alg4,with_comm_alg4,without_comm_alg4,cp_initial_mean_alg4,cp_ant_mean_alg4,cp_total_mean_alg4,acs_time_mean_alg4,dcm_aco_time_mean_alg4,coop_game_mean_alg4,pheromone_fusion_mean_alg4,public_path_mean_alg4,communication_time_mean_alg4,cp_percentage_alg4,acs_time_percentage_alg4,dcm_aco_time_percentage_alg4,coop_game_percentage_alg4,pheromone_fusion_percentage_alg4,public_path_percentage_alg4,communication_time_percentage_alg4
inst25x25_45_96,3,3,3,2,0.3,0.9,0.005,120.0,99.00,13.839219,14.250337,516.14,89,10,0.006079,7.485028,7.491107,N/A,6.177774,0.010665,0.000010,0.015534,0.170338,54.13,N/A,44.64,0.08,0.00,0.11,1.23
inst25x25_45_97,3,3,3,2,0.3,0.9,0.005,120.0,17.00,40.625814,32.602560,1734.47,17,0,0.006133,12.274079,12.280212,N/A,27.803565,0.037659,0.000044,0.052972,0.542038,30.23,N/A,68.44,0.09,0.00,0.13,1.33
inst25x25_45_99,3,3,3,2,0.3,0.9,0.005,120.0,86.00,26.566290,27.960344,969.78,80,6,0.005529,10.135893,10.141422,N/A,15.734714,0.025113,0.000016,0.040687,0.690154,38.17,N/A,59.23,0.09,0.00,0.15,2.60
inst25x25_50_1,3,3,3,2,0.3,0.9,0.005,120.0,100.00,0.484195,0.423532,36.44,5,95,0.005040,0.356034,0.361074,N/A,0.120711,0.000584,0.000010,0.000719,0.002411,74.57,N/A,24.93,0.12,0.00,0.15,0.50
inst25x25_50_11,3,3,3,2,0.3,0.9,0.005,120.0,100.00,0.166918,0.118700,13.96,0,100,0.005341,0.114115,0.119456,N/A,0.047462,0.000228,0.000007,0.000254,0.000000,71.57,N/A,28.43,0.14,0.00,0.15,0.00
inst25x25_50_14,3,3,3,2,0.3,0.9,0.005,120.0,100.00,0.371134,0.369824,33.39,6,94,0.005417,0.268975,0.274392,N/A,0.096381,0.000548,0.000007,0.000688,0.000361,73.93,N/A,25.97,0.15,0.00,0.19,0.10
inst25x25_50_16,3,3,3,2,0.3,0.9,0.005,120.0,100.00,0.232404,0.159030,17.11,0,100,0.005085,0.163962,0.169047,N/A,0.063357,0.000282,0.000007,0.000321,0.000000,72.74,N/A,27.26,0.12,0.00,0.14,0.00
inst25x25_50_17,3,3,3,2,0.3,0.9,0.005,120.0,100.00,0.833000,0.625542,67.49,23,77,0.005454,0.624586,0.630040,N/A,0.200403,0.001119,0.000009,0.001377,0.002557,75.64,N/A,24.06,0.13,0.00,0.17,0.31
inst25x25_50_18,3,3,3,2,0.3,0.9,0.005,120.0,99.00,6.281026,15.195823,448.75,44,55,0.005192,2.529333,2.534526,N/A,3.357908,0.009495,0.000046,0.015060,0.388593,40.35,N/A,53.46,0.15,0.00,0.24,6.19
inst25x25_50_9,3,3,3,2,0.3,0.9,0.005,120.0,100.00,0.840570,1.114518,69.21,22,78,0.005326,0.610728,0.616054,N/A,0.207899,0.001168,0.000028,0.001380,0.016617,73.29,N/A,24.73,0.14,0.00,0.16,1.98
