puzzle_size,nAnts_alg4,threads_alg4,numcolonies_alg4,numacs_alg4,q0_alg4,rho_alg4,bve_alg4,timeout_alg4,success_rate_alg4,time_mean_alg4,time_std_alg4,iter_mean_alg4,with_comm_alg4,without_comm_alg4,cp_initial_mean_alg4,cp_ant_mean_alg4,cp_total_mean_alg4,acs_time_mean_alg4,dcm_aco_time_mean_alg4,coop_game_mean_alg4,pheromone_fusion_mean_alg4,public_path_mean_alg4,communication_time_mean_alg4,cp_percentage_alg4,acs_time_percentage_alg4,dcm_aco_time_percentage_alg4,coop_game_percentage_alg4,pheromone_fusion_percentage_alg4,public_path_percentage_alg4,communication_time_percentage_alg4
inst25x25_50_21,3,3,3,2,0.3,0.9,0.005,120.0,100.00,0.115639,0.080727,11.67,0,100,0.004794,0.076675,0.081469,N/A,0.034170,0.000163,0.000006,0.000182,0.000000,70.45,N/A,29.55,0.14,0.01,0.16,0.00
inst25x25_50_26,3,3,3,2,0.3,0.9,0.005,120.0,100.00,0.684285,0.760333,68.59,23,77,0.005034,0.502640,0.507674,N/A,0.171838,0.001026,0.000007,0.001196,0.004772,74.19,N/A,25.11,0.15,0.00,0.17,0.70
inst25x25_50_29,3,3,3,2,0.3,0.9,0.005,120.0,100.00,0.979164,0.722445,67.33,19,81,0.004776,0.743619,0.748395,N/A,0.227611,0.001058,0.000009,0.001356,0.003158,76.43,N/A,23.25,0.11,0.00,0.14,0.32
inst25x25_50_34,3,3,3,2,0.3,0.9,0.005,120.0,100.00,5.159869,4.761556,278.65,78,22,0.006539,3.511425,3.517964,N/A,1.562907,0.005665,0.000015,0.007990,0.078998,68.18,N/A,30.29,0.11,0.00,0.15,1.53
inst25x25_50_44,3,3,3,2,0.3,0.9,0.005,120.0,100.00,0.267454,0.204636,16.90,0,100,0.006900,0.189483,0.196383,N/A,0.071071,0.000343,0.000009,0.000405,0.000000,73.43,N/A,26.57,0.13,0.00,0.15,0.00
inst25x25_50_50,3,3,3,2,0.3,0.9,0.005,120.0,100.00,4.381491,4.912456,231.98,71,29,0.006589,2.993584,3.000173,N/A,1.321463,0.004768,0.000015,0.006467,0.059854,68.47,N/A,30.16,0.11,0.00,0.15,1.37
inst25x25_50_51,3,3,3,2,0.3,0.9,0.005,120.0,100.00,5.251359,5.998395,376.63,82,18,0.005174,3.335112,3.340286,N/A,1.845867,0.006122,0.000021,0.007484,0.065206,63.61,N/A,35.15,0.12,0.00,0.14,1.24
inst25x25_50_57,3,3,3,2,0.3,0.9,0.005,120.0,100.00,2.708953,2.242408,188.80,68,32,0.005081,1.971087,1.976168,N/A,0.715395,0.003059,0.000013,0.003932,0.017391,72.95,N/A,26.41,0.11,0.00,0.15,0.64
inst25x25_50_64,3,3,3,2,0.3,0.9,0.005,120.0,100.00,0.182038,0.220274,17.43,2,98,0.005529,0.125283,0.130812,N/A,0.050781,0.000284,0.000011,0.000306,0.000444,71.86,N/A,27.90,0.16,0.01,0.17,0.24
inst25x25_50_69,3,3,3,2,0.3,0.9,0.005,120.0,100.00,1.393314,1.278693,115.74,42,58,0.005356,1.027237,1.032592,N/A,0.351271,0.001876,0.000014,0.002244,0.009451,74.11,N/A,25.21,0.13,0.00,0.16,0.68
