puzzle_size,nAnts_alg4,threads_alg4,numcolonies_alg4,numacs_alg4,q0_alg4,rho_alg4,bve_alg4,timeout_alg4,success_rate_alg4,time_mean_alg4,time_std_alg4,iter_mean_alg4,with_comm_alg4,without_comm_alg4,cp_initial_mean_alg4,cp_ant_mean_alg4,cp_total_mean_alg4,acs_time_mean_alg4,dcm_aco_time_mean_alg4,coop_game_mean_alg4,pheromone_fusion_mean_alg4,public_path_mean_alg4,communication_time_mean_alg4,cp_percentage_alg4,acs_time_percentage_alg4,dcm_aco_time_percentage_alg4,coop_game_percentage_alg4,pheromone_fusion_percentage_alg4,public_path_percentage_alg4,communication_time_percentage_alg4
inst25x25_45_16,3,3,3,2,0.3,0.9,0.005,120.0,100.00,13.234549,11.877704,469.50,90,10,0.005791,7.689227,7.695019,N/A,5.199152,0.011997,0.000018,0.018857,0.340379,58.14,N/A,39.28,0.09,0.00,0.14,2.57
inst25x25_45_17,3,3,3,2,0.3,0.9,0.005,120.0,76.00,26.124282,26.016899,858.59,73,3,0.005984,10.502565,10.508549,N/A,15.163945,0.024221,0.000017,0.040326,0.451788,40.23,N/A,58.05,0.09,0.00,0.15,1.73
inst25x25_45_18,3,3,3,2,0.3,0.9,0.005,120.0,100.00,12.609609,13.215367,440.68,91,9,0.005779,7.293455,7.299233,N/A,5.028972,0.011407,0.000011,0.017747,0.281404,57.89,N/A,39.88,0.09,0.00,0.14,2.23
inst25x25_45_19,3,3,3,2,0.3,0.9,0.005,120.0,76.00,30.283861,29.471099,1176.47,74,2,0.005422,11.100563,11.105986,N/A,18.133370,0.029321,0.000018,0.048580,1.044505,36.67,N/A,59.88,0.10,0.00,0.16,3.45
inst25x25_45_21,3,3,3,2,0.3,0.9,0.005,120.0,52.00,33.984285,30.548557,1169.25,51,1,0.005722,12.140892,12.146614,N/A,21.070956,0.029888,0.000026,0.047595,0.766715,35.74,N/A,62.00,0.09,0.00,0.14,2.26
inst25x25_45_23,3,3,3,2,0.3,0.9,0.005,120.0,63.00,31.651179,25.853777,756.17,61,2,0.009282,15.537523,15.546806,N/A,15.430752,0.027540,0.000040,0.042791,0.673622,49.12,N/A,48.75,0.09,0.00,0.14,2.13
inst25x25_45_24,3,3,3,2,0.3,0.9,0.005,120.0,4.00,20.827642,11.026488,722.25,4,0,0.007546,12.967890,12.975437,N/A,7.640409,0.017899,0.000014,0.024655,0.211796,62.30,N/A,36.68,0.09,0.00,0.12,1.02
inst25x25_45_26,3,3,3,2,0.3,0.9,0.005,120.0,82.00,28.106132,24.667877,1149.29,80,2,0.006150,10.992173,10.998323,N/A,16.705949,0.024175,0.000032,0.036348,0.401860,39.13,N/A,59.44,0.09,0.00,0.13,1.43
inst25x25_45_29,3,3,3,2,0.3,0.9,0.005,120.0,92.00,27.588578,24.400378,1064.63,89,3,0.006036,11.018687,11.024723,N/A,16.166640,0.022167,0.000025,0.033570,0.397215,39.96,N/A,58.60,0.08,0.00,0.12,1.44
inst25x25_45_32,3,3,3,2,0.3,0.9,0.005,120.0,100.00,12.335186,13.314564,459.48,87,13,0.005954,6.951221,6.957175,N/A,5.230638,0.009525,0.000016,0.014799,0.147373,56.40,N/A,42.40,0.08,0.00,0.12,1.19
